Addendum AA -- ASC Covered Surgical Procedures for CY 2024                                                                                                                                (Including Surgical Procedures for Which Payment is Packaged)						
CPT codes and descriptions only are copyright 2023 American Medical Association.  All Rights Reserved.  Applicable FARS/DFARS Apply.  Dental codes (D codes) are copyright 2023 American Dental Association.  All Rights Reserved.						
						
HCPCS Code		Short Descriptor	Subject to Multiple Procedure Discounting	July 2024  Payment Indicator	July 2024  Payment Weight  	July 2024 Payment Rate 
36246		Ins cath abd/l-ext art 2nd	N	N1		
36247		Ins cath abd/l-ext art 3rd	N	N1		
36248		Ins cath abd/l-ext art addl	N	N1		
36251		Ins cath ren art 1st unilat	N	N1		
36252		Ins cath ren art 1st bilat	N	N1		
36253		Ins cath ren art 2nd+ unilat	N	N1		
36254		Ins cath ren art 2nd+ bilat	N	N1		
36260		Insertion of infusion pump	Y	A2	54.2432	"$2,902.77"
36261		Revision of infusion pump	Y	J8	52.6969	"$2,820.02"
36262		Removal of infusion pump	N	G2	38.0618	"$2,036.84"
36400		Bl draw < 3 yrs fem/jugular	N	N1		
36405		Bl draw <3 yrs scalp vein	N	N1		
36406		Bl draw <3 yrs other vein	N	N1		
36410		Non-routine bl draw 3/> yrs	N	N1		
36416		Collj capillary blood spec	N	N1		
36420		Venipuncture cutdown < 1 yr	N	N1		
36425		Venipuncture cutdown 1 yr/>	N	N1		
36430		Transfusion bld/bld compnt	N	P3		$41.27
36440		Bld push tfuj 2 yr/<	N	R2	4.2075	$225.16
36450		Bld exchange truj newborn	N	R2	4.2075	$225.16
36455		Bld exchange truj oth thn nb	N	G2	4.2075	$225.16
36465		Njx noncmpnd sclrsnt 1 vein	Y	P2	17.6752	$945.87
36466		Njx noncmpnd sclrsnt mlt vn	Y	P2	17.6752	$945.87
36468		Njx sclrsnt spider veins	N	N1		
36470		Njx sclrsnt 1 incmptnt vein	Y	P3		$85.22
36471		Njx sclrsnt mlt incmptnt vn	Y	P3		$139.48
36473		Endovenous mchnchem 1st vein	Y	P3		"$1,045.23"
36474		Endovenous mchnchem add-on	N	N1		
36475		Endovenous rf 1st vein	Y	A2	28.9238	"$1,547.83"
36476		Endovenous rf vein add-on	N	N1		
36478		Endovenous laser 1st vein	Y	A2	28.9238	"$1,547.83"
36479		Endovenous laser vein addon	N	N1		
36481		Insertion of catheter vein	N	N1		
36482		Endoven ther chem adhes 1st	Y	P3		"$1,499.61"
36483		Endoven ther chem adhes sbsq	N	N1		
36500		Insertion of catheter vein	N	N1		
36510		Insertion of catheter vein	N	N1		
36511		Apheresis wbc	N	G2	14.8712	$795.82
36512		Apheresis rbc	N	G2	14.8712	$795.82
36513		Apheresis platelets	N	R2	4.2075	$225.16
36514		Apheresis plasma	N	G2	14.8712	$795.82
36516		Apheresis immunoads slctv	N	P3		"$1,710.64"
36522		Photopheresis	N	G2	44.8542	"$2,400.33"
36555		Insert non-tunnel cv cath	Y	A2	28.9238	"$1,547.83"
36556		Insert non-tunnel cv cath	Y	A2	28.9238	"$1,547.83"
36557		Insert tunneled cv cath	Y	A2	54.2432	"$2,902.77"
36558		Insert tunneled cv cath	Y	A2	28.9238	"$1,547.83"
36560		Insert tunneled cv cath	Y	G2	28.9238	"$1,547.83"
36561		Insert tunneled cv cath	Y	A2	28.9238	"$1,547.83"
36563		Insert tunneled cv cath	Y	J8	90.4995	"$4,842.99"
36565		Insert tunneled cv cath	Y	A2	28.9238	"$1,547.83"
36566		Insert tunneled cv cath	Y	A2	54.2432	"$2,902.77"
36568		Insj picc <5 yr w/o imaging	Y	J8	14.5196	$777.00
36569		Insj picc 5 yr+ w/o imaging	Y	A2	11.5691	$619.11
36570		Insert picvad cath	Y	J8	36.4284	"$1,949.43"
36571		Insert picvad cath	Y	A2	28.9238	"$1,547.83"
36572		Insj picc rs&i <5 yr	Y	G2	6.0889	$325.84
36573		Insj picc rs&i 5 yr+	Y	G2	11.5691	$619.11
36575		Repair tunneled cv cath	Y	A2	6.0889	$325.84
36576		Repair tunneled cv cath	Y	A2	11.5691	$619.11
36578		Replace tunneled cv cath	Y	J8	37.0748	"$1,984.02"
36580		Replace cvad cath	Y	G2	11.5691	$619.11
36581		Replace tunneled cv cath	Y	J8	36.3025	"$1,942.69"
36582		Replace tunneled cv cath	Y	A2	28.9238	"$1,547.83"
36583		Replace tunneled cv cath	Y	J8	93.3414	"$4,995.07"
36584		Compl rplcmt picc rs&i	Y	A2	11.5691	$619.11
36585		Replace picvad cath	Y	A2	28.9238	"$1,547.83"
36589		Removal tunneled cv cath	N	A2	6.0889	$325.84
36590		Removal tunneled cv cath	N	A2	11.5691	$619.11
36591		Draw blood off venous device	N	N1		
36592		Collect blood from picc	N	N1		
36593		Declot vascular device	Y	P3		$33.95
36595		Mech remov tunneled cv cath	Y	J8	36.4236	"$1,949.17"
36596		Mech remov tunneled cv cath	Y	G2	11.5691	$619.11
36597		Reposition venous catheter	Y	G2	11.5691	$619.11
36598		Inj w/fluor eval cv device	Y	P3		$91.21
36600		Withdrawal of arterial blood	N	N1		
36620		Insertion catheter artery	N	N1		
36625		Insertion catheter artery	N	N1		
36640		Insertion catheter artery	Y	A2	28.9238	"$1,547.83"
36680		Insert needle bone cavity	N	N1		
36800		Insertion of cannula	Y	G2	54.2432	"$2,902.77"
36810		Insertion of cannula	Y	J8	36.5882	"$1,957.98"
36815		Insertion of cannula	Y	A2	54.2432	"$2,902.77"
36818		Av fuse uppr arm cephalic	Y	A2	54.2432	"$2,902.77"
36819		Av fuse uppr arm basilic	Y	A2	54.2432	"$2,902.77"
36820		Av fusion/forearm vein	Y	A2	54.2432	"$2,902.77"
36821		Av fusion direct any site	Y	A2	28.9238	"$1,547.83"
36825		Artery-vein autograft	Y	A2	54.2432	"$2,902.77"
36830		Artery-vein nonautograft	Y	A2	54.2432	"$2,902.77"
36831		Open thrombect av fistula	Y	A2	54.2432	"$2,902.77"
36832		Av fistula revision open	Y	A2	54.2432	"$2,902.77"
36833		Av fistula revision	Y	A2	54.2432	"$2,902.77"
36835		Artery to vein shunt	Y	J8	41.0620	"$2,197.39"
36836		Prq av fstl crtj uxtr 1 acs	Y	J8	195.1041	"$10,440.80"
36837		Prq av fstl crt uxtr sep acs	Y	J8	214.4276	"$11,474.88"
36860		External cannula declotting	Y	A2	11.5691	$619.11
36861		Cannula declotting	Y	J8	76.2212	"$4,078.90"
36901		Intro cath dialysis circuit	Y	P3		$563.22
36902		Intro cath dialysis circuit	Y	G2	47.1987	"$2,525.79"
36903		Intro cath dialysis circuit	Y	J8	129.4164	"$6,925.59"
36904		Thrmbc/nfs dialysis circuit	Y	J8	60.1876	"$3,220.88"
36905		Thrmbc/nfs dialysis circuit	Y	J8	114.0352	"$6,102.48"
36906		Thrmbc/nfs dialysis circuit	Y	J8	210.7867	"$11,280.04"
36907		Balo angiop ctr dialysis seg	N	N1		
36908		Stent plmt ctr dialysis seg	N	N1		
36909		Dialysis circuit embolj	N	N1		
37184		Prim art m-thrmbc 1st vsl	Y	J8	188.9171	"$10,109.71"
37185		Prim art m-thrmbc sbsq vsl	N	N1		
37186		Sec art thrombectomy add-on	N	N1		
37187		Venous mech thrombectomy	Y	J8	135.7310	"$7,263.51"
37188		Ven mechnl thrmbc repeat tx	Y	J8	47.9443	"$2,565.69"
37192		Redo endovas vena cava filtr	Y	J8	36.2251	"$1,938.55"
37193		Rem endovas vena cava filter	Y	G2	28.9238	"$1,547.83"
37197		Remove intrvas foreign body	Y	J8	37.0772	"$1,984.15"
37200		Transcatheter biopsy	Y	G2	54.2432	"$2,902.77"
37211		Thrombolytic art therapy	Y	J8	68.3171	"$3,655.92"
37212		Thrombolytic venous therapy	Y	J8	36.6826	"$1,963.03"
37220		Iliac revasc	Y	J8	61.1554	"$3,272.67"
37221		Iliac revasc w/stent	Y	J8	126.4523	"$6,766.97"
37222		Iliac revasc add-on	N	N1		
37223		Iliac revasc w/stent add-on	N	N1		
37224		Fem/popl revas w/tla	Y	J8	64.4699	"$3,450.04"
37225		Fem/popl revas w/ather	Y	J8	218.3759	"$11,686.17"
37226		Fem/popl revasc w/stent	Y	J8	131.2509	"$7,023.76"
37227		Fem/popl revasc stnt & ather	Y	J8	221.6848	"$11,863.24"
37228		Tib/per revasc w/tla	Y	J8	118.2728	"$6,329.25"
37229		Tib/per revasc w/ather	Y	J8	207.1951	"$11,087.84"
37230		Tib/per revasc w/stent	Y	J8	200.4670	"$10,727.79"
37231		Tib/per revasc stent & ather	Y	J8	223.7020	"$11,971.19"
37232		Tib/per revasc add-on	N	N1		
37233		Tibper revasc w/ather add-on	N	N1		
37234		Revsc opn/prq tib/pero stent	N	N1		
37235		Tib/per revasc stnt & ather	N	N1		
37236		Open/perq place stent 1st	Y	J8	123.5338	"$6,610.79"
37237		Open/perq place stent ea add	N	N1		
37238		Open/perq place stent same	Y	J8	125.1030	"$6,694.76"
37239		Open/perq place stent ea add	N	N1		
37241		Vasc embolize/occlude venous	Y	J8	114.0731	"$6,104.51"
37242		Vasc embolize/occlude artery	Y	J8	210.7378	"$11,277.42"
37243		Vasc embolize/occlude organ	Y	G2	90.5729	"$4,846.92"
37246		Trluml balo angiop 1st art	Y	J8	61.2543	"$3,277.96"
37247		Trluml balo angiop addl art	N	N1		
37248		Trluml balo angiop 1st vein	Y	G2	47.1987	"$2,525.79"
37249		Trluml balo angiop addl vein	N	N1		
37252		Intrvasc us noncoronary 1st	N	N1		
37253		Intrvasc us noncoronary addl	N	N1		
37500		Endoscopy ligate perf veins	Y	A2	54.2432	"$2,902.77"
37607		Ligation of a-v fistula	Y	A2	28.9238	"$1,547.83"
37609		Temporal artery procedure	Y	A2	12.7598	$682.83
37650		Revision of major vein	Y	A2	28.9238	"$1,547.83"
37700		Revise leg vein	Y	A2	28.9238	"$1,547.83"
37718		Ligate/strip short leg vein	Y	A2	28.9238	"$1,547.83"
37722		Ligate/strip long leg vein	Y	A2	28.9238	"$1,547.83"
37735		Removal of leg veins/lesion	Y	A2	28.9238	"$1,547.83"
37760		Ligate leg veins radical	Y	A2	28.9238	"$1,547.83"
37761		Ligate leg veins open	Y	R2	28.9238	"$1,547.83"
37765		Stab phleb veins xtr 10-20	Y	P3		$221.70
37766		Phleb veins - extrem 20+	Y	P3		$246.66
37780		Revision of leg vein	Y	A2	28.9238	"$1,547.83"
37785		Ligate/divide/excise vein	Y	A2	28.9238	"$1,547.83"
37790		Penile venous occlusion	Y	A2	30.3831	"$1,625.92"
38200		Injection for spleen x-ray	N	N1		
38204		Bl donor search management	N	N1		
38206		Harvest auto stem cells	N	G2	14.8712	$795.82
38220		Dx bone marrow aspirations	Y	P3		$113.85
38221		Dx bone marrow biopsies	Y	P3		$116.50
38222		Dx bone marrow bx & aspir	Y	G2	21.6207	"$1,157.01"
38230		Bone marrow harvest allogen	N	G2	14.8712	$795.82
38232		Bone marrow harvest autolog	N	R2	44.8542	"$2,400.33"
38241		Transplt autol hct/donor	N	G2	14.8712	$795.82
38242		Transplt allo lymphocytes	N	R2	14.8712	$795.82
38243		Transplj hematopoietic boost	N	R2	14.8712	$795.82
38300		Drainage lymph node lesion	Y	A2	21.6207	"$1,157.01"
38305		Drainage lymph node lesion	Y	A2	21.6207	"$1,157.01"
38308		Incision of lymph channels	Y	A2	27.4564	"$1,469.30"
38500		Biopsy/removal lymph nodes	Y	A2	27.4564	"$1,469.30"
38505		Needle biopsy lymph nodes	Y	A2	12.7598	$682.83
38510		Biopsy/removal lymph nodes	Y	A2	27.4564	"$1,469.30"
38520		Biopsy/removal lymph nodes	Y	A2	27.4564	"$1,469.30"
38525		Biopsy/removal lymph nodes	Y	A2	27.4564	"$1,469.30"
38530		Biopsy/removal lymph nodes	Y	A2	27.4564	"$1,469.30"
38531		Open bx/exc inguinofem nodes	Y	G2	27.4564	"$1,469.30"
38542		Explore deep node(s) neck	Y	A2	50.5505	"$2,705.16"
38550		Removal neck/armpit lesion	Y	A2	27.4564	"$1,469.30"
38555		Removal neck/armpit lesion	Y	A2	47.3837	"$2,535.69"
38570		Laparoscopy lymph node biop	Y	A2	50.5505	"$2,705.16"
38571		Laparoscopy lymphadenectomy	Y	A2	84.84	"$4,540.13"
38572		Laparoscopy lymphadenectomy	Y	A2	84.84	"$4,540.13"
38573		Laps pelvic lymphadec	Y	G2	84.84	"$4,540.13"
38700		Removal of lymph nodes neck	Y	G2	47.3837	"$2,535.69"
38740		Remove armpit lymph nodes	Y	A2	50.5505	"$2,705.16"
38745		Remove armpit lymph nodes	Y	A2	50.5505	"$2,705.16"
38760		Remove groin lymph nodes	Y	A2	47.3837	"$2,535.69"
38790		Inject for lymphatic x-ray	N	N1		
38792		Ra tracer id of sentinl node	N	N1		
38794		Access thoracic lymph duct	N	N1		
38900		Io map of sent lymph node	N	N1		
40490		Biopsy of lip	Y	P3		$77.56
40500		Partial excision of lip	Y	A2	24.6431	"$1,318.75"
40510		Partial excision of lip	Y	A2	24.6431	"$1,318.75"
40520		Partial excision of lip	Y	A2	24.6431	"$1,318.75"
40525		Reconstruct lip with flap	Y	A2	24.6431	"$1,318.75"
40527		Reconstruct lip with flap	Y	A2	51.5848	"$2,760.51"
40530		Partial removal of lip	Y	A2	24.6431	"$1,318.75"
40650		Rpr lip fth vermilion only	Y	A2	5.3328	$285.38
40652		Rpr lip fth<half ver height	Y	A2	5.3328	$285.38
40654		Rpr lip fth>1half ver ht/cpx	Y	A2	12.4595	$666.76
40700		Repair cleft lip/nasal	Y	A2	51.5848	"$2,760.51"
40701		Repair cleft lip/nasal	Y	A2	51.5848	"$2,760.51"
40702		Repair cleft lip/nasal	Y	R2	51.5848	"$2,760.51"
40720		Repair cleft lip/nasal	Y	A2	24.6431	"$1,318.75"
40761		Repair cleft lip/nasal	Y	A2	51.5848	"$2,760.51"
40800		Drainage of mouth lesion	Y	P3		$157.11
40801		Drainage of mouth lesion	Y	A2	5.3328	$285.38
40804		Removal foreign body mouth	N	N1		
40805		Removal foreign body mouth	Y	P3		$183.08
40806		Incision of lip fold	Y	P3		$87.87
40808		Biopsy of mouth lesion	Y	P3		$130.49
40810		Excision of mouth lesion	Y	P3		$166.44
40812		Excise/repair mouth lesion	Y	P3		$189.74
40814		Excise/repair mouth lesion	Y	A2	24.6431	"$1,318.75"
40816		Excision of mouth lesion	Y	A2	24.6431	"$1,318.75"
40818		Excise oral mucosa for graft	Y	A2	5.3328	$285.38
40819		Excise lip or cheek fold	Y	A2	12.4595	$666.76
40820		Treatment of mouth lesion	Y	P3		$210.05
40830		Repair mouth laceration	Y	P2	2.3674	$126.69
40831		Repair mouth laceration	Y	A2	5.3328	$285.38
40840		Reconstruction of mouth	Y	A2	51.5848	"$2,760.51"
40842		Reconstruction of mouth	Y	A2	51.5848	"$2,760.51"
40843		Reconstruction of mouth	Y	A2	51.5848	"$2,760.51"
40844		Reconstruction of mouth	Y	A2	51.5848	"$2,760.51"
40845		Reconstruction of mouth	Y	A2	51.5848	"$2,760.51"
41000		Drainage of mouth lesion	Y	P3		$95.54
41005		Drainage of mouth lesion	Y	A2	2.3674	$126.69
41006		Drainage of mouth lesion	Y	A2	12.4595	$666.76
41007		Drainage of mouth lesion	Y	A2	12.4595	$666.76
41008		Drainage of mouth lesion	Y	A2	24.6431	"$1,318.75"
41009		Drainage of mouth lesion	Y	A2	5.3328	$285.38
41010		Incision of tongue fold	Y	A2	12.4595	$666.76
41015		Drainage of mouth lesion	Y	A2	5.3328	$285.38
41016		Drainage of mouth lesion	Y	A2	51.5848	"$2,760.51"
41017		Drainage of mouth lesion	Y	A2	24.6431	"$1,318.75"
41018		Drainage of mouth lesion	Y	A2	12.4595	$666.76
41019		Place needles h&n for rt	Y	G2	51.5848	"$2,760.51"
41100		Biopsy of tongue	Y	P3		$134.48
41105		Biopsy of tongue	Y	P3		$133.48
41108		Biopsy of floor of mouth	Y	P3		$127.16
41110		Excision of tongue lesion	Y	P3		$171.43
41112		Excision of tongue lesion	Y	A2	24.6431	"$1,318.75"
41113		Excision of tongue lesion	Y	A2	24.6431	"$1,318.75"
41114		Excision of tongue lesion	Y	A2	24.6431	"$1,318.75"
41115		Excision of tongue fold	Y	P3		$194.07
41116		Excision of mouth lesion	Y	A2	24.6431	"$1,318.75"
41120		Partial removal of tongue	Y	A2	51.5848	"$2,760.51"
41250		Repair tongue laceration	N	N1		
41251		Repair tongue laceration	Y	A2	2.3674	$126.69
41252		Repair tongue laceration	Y	A2	2.3674	$126.69
41510		Tongue to lip surgery	Y	A2	24.6431	"$1,318.75"
41512		Tongue suspension	Y	J8	64.9692	"$3,476.76"
41520		Reconstruction tongue fold	Y	A2	24.6431	"$1,318.75"
41530		Tongue base vol reduction	Y	P3		$776.93
41800		Drainage of gum lesion	N	N1		
41805		Removal foreign body gum	Y	P3		$257.65
41806		Removal foreign body jawbone	Y	P3		$304.92
41820		Excision gum each quadrant	Y	R2	24.6431	"$1,318.75"
41821		Excision of gum flap	Y	G2	12.4595	$666.76
41822		Excision of gum lesion	Y	P3		$260.64
41823		Excision of gum lesion	Y	P3		$382.81
41825		Excision of gum lesion	Y	P3		$168.76
41826		Excision of gum lesion	Y	P3		$210.05
41827		Excision of gum lesion	Y	A2	51.5848	"$2,760.51"
41828		Excision of gum lesion	Y	P3		$230.01
41830		Removal of gum tissue	Y	P3		$333.87
41850		Treatment of gum lesion	Y	R2	12.4595	$666.76
41870		Gum graft	Y	G2	12.4595	$666.76
41872		Repair gum	Y	P3		$354.52
41874		Repair tooth socket	Y	P3		$265.97
42000		Drainage mouth roof lesion	Y	A2	2.3674	$126.69
42100		Biopsy roof of mouth	Y	P3		$95.54
42104		Excision lesion mouth roof	Y	P3		$154.45
42106		Excision lesion mouth roof	Y	P3		$171.43
42107		Excision lesion mouth roof	Y	A2	51.5848	"$2,760.51"
42120		Remove palate/lesion	Y	A2	51.5848	"$2,760.51"
42140		Excision of uvula	Y	A2	24.6431	"$1,318.75"
42145		Repair palate pharynx/uvula	Y	A2	51.5848	"$2,760.51"
42160		Treatment mouth roof lesion	Y	P3		$157.45
42180		Repair lac palate<2 cm	Y	A2	5.3328	$285.38
42182		Repair palate	Y	A2	51.5848	"$2,760.51"
42200		Reconstruct cleft palate	Y	A2	51.5848	"$2,760.51"
42205		Reconstruct cleft palate	Y	A2	24.6431	"$1,318.75"
42210		Reconstruct cleft palate	Y	A2	51.5848	"$2,760.51"
42215		Reconstruct cleft palate	Y	J8	70.0034	"$3,746.16"
42220		Reconstruct cleft palate	Y	A2	51.5848	"$2,760.51"
42225		Reconstruct cleft palate	Y	G2	51.5848	"$2,760.51"
42226		Lengthening of palate	Y	A2	51.5848	"$2,760.51"
42227		Lengthening of palate	Y	G2	51.5848	"$2,760.51"
42235		Repair palate	Y	A2	51.5848	"$2,760.51"
42260		Repair nose to lip fistula	Y	A2	51.5848	"$2,760.51"
42280		Preparation palate mold	Y	P3		$118.17
42281		Insertion palate prosthesis	Y	G2	51.5848	"$2,760.51"
42300		Drainage of salivary gland	Y	A2	12.4595	$666.76
42305		Drainage of salivary gland	Y	A2	24.6431	"$1,318.75"
42310		Drainage of salivary gland	Y	A2	5.3328	$285.38
42320		Drainage of salivary gland	Y	A2	5.3328	$285.38
42330		Removal of salivary stone	Y	P3		$149.79
42335		Removal of salivary stone	Y	P3		$306.25
42340		Removal of salivary stone	Y	A2	24.6431	"$1,318.75"
42400		Biopsy of salivary gland	Y	P3		$66.91
42405		Biopsy of salivary gland	Y	A2	12.4595	$666.76
42408		Excision of salivary cyst	Y	A2	24.6431	"$1,318.75"
42409		Drainage of salivary cyst	Y	A2	24.6431	"$1,318.75"
42410		Excise parotid gland/lesion	Y	A2	51.5848	"$2,760.51"
42415		Excise parotid gland/lesion	Y	A2	51.5848	"$2,760.51"
42420		Excise parotid gland/lesion	Y	A2	51.5848	"$2,760.51"
42425		Excise parotid gland/lesion	Y	A2	51.5848	"$2,760.51"
42440		Excise submaxillary gland	Y	A2	51.5848	"$2,760.51"
42450		Excise sublingual gland	Y	A2	51.5848	"$2,760.51"
42500		Repair salivary duct	Y	A2	51.5848	"$2,760.51"
42505		Repair salivary duct	Y	A2	51.5848	"$2,760.51"
42507		Parotid duct diversion	Y	A2	51.5848	"$2,760.51"
42509		Parotid duct diversion	Y	A2	51.5848	"$2,760.51"
42510		Parotid duct diversion	Y	A2	24.6431	"$1,318.75"
42550		Injection for salivary x-ray	N	N1		
42600		Closure of salivary fistula	Y	A2	24.6431	"$1,318.75"
42650		Dilation of salivary duct	Y	P3		$45.60
42660		Dilation of salivary duct	Y	P3		$65.58
42665		Ligation of salivary duct	Y	A2	24.6431	"$1,318.75"
42700		Drainage of tonsil abscess	Y	A2	2.3674	$126.69
42720		Drainage of throat abscess	Y	A2	24.6431	"$1,318.75"
42725		Drainage of throat abscess	Y	A2	51.5848	"$2,760.51"
42800		Biopsy of throat	Y	P3		$104.85
42804		Biopsy of upper nose/throat	Y	A2	24.6431	"$1,318.75"
42806		Biopsy of upper nose/throat	Y	A2	24.6431	"$1,318.75"
42808		Excise pharynx lesion	Y	A2	24.6431	"$1,318.75"
42809		Remove pharynx foreign body	N	N1		
42810		Excision of neck cyst	Y	A2	24.6431	"$1,318.75"
42815		Excision of neck cyst	Y	A2	51.5848	"$2,760.51"
42820		Remove tonsils and adenoids	Y	A2	51.5848	"$2,760.51"
42821		Remove tonsils and adenoids	Y	A2	24.6431	"$1,318.75"
42825		Removal of tonsils	Y	A2	51.5848	"$2,760.51"
42826		Removal of tonsils	Y	A2	24.6431	"$1,318.75"
42830		Removal of adenoids	Y	A2	24.6431	"$1,318.75"
42831		Removal of adenoids	Y	A2	24.6431	"$1,318.75"
42835		Removal of adenoids	Y	A2	24.6431	"$1,318.75"
42836		Removal of adenoids	Y	A2	24.6431	"$1,318.75"
42860		Excision of tonsil tags	Y	A2	24.6431	"$1,318.75"
42870		Excision of lingual tonsil	Y	A2	51.5848	"$2,760.51"
42890		Partial removal of pharynx	Y	A2	51.5848	"$2,760.51"
42892		Revision of pharyngeal walls	Y	A2	51.5848	"$2,760.51"
42900		Repair throat wound	Y	J8	20.7501	"$1,110.42"
42950		Reconstruction of throat	Y	A2	51.5848	"$2,760.51"
42955		Surgical opening of throat	Y	A2	12.4595	$666.76
42960		Control throat bleeding	Y	A2	5.3328	$285.38
42962		Control throat bleeding	Y	A2	24.6431	"$1,318.75"
42970		Control nose/throat bleeding	Y	R2	2.3674	$126.69
42972		Control nose/throat bleeding	Y	A2	24.6431	"$1,318.75"
42975		Dise eval slp do brth flx dx	Y	R2	14.1468	$757.05
43030		Throat muscle surgery	Y	G2	51.5848	"$2,760.51"
43130		Removal of esophagus pouch	Y	G2	51.5848	"$2,760.51"
43180		Esophagoscopy rigid trnso	Y	G2	51.5848	"$2,760.51"
43191		Esophagoscopy rigid trnso dx	Y	G2	15.5423	$831.73
43192		Esophagoscp rig trnso inject	Y	G2	15.5423	$831.73
43193		Esophagoscp rig trnso biopsy	Y	G2	15.5423	$831.73
43194		Esophagoscp rig trnso rem fb	Y	G2	15.5423	$831.73
43195		Esophagoscopy rigid balloon	Y	G2	33.6153	"$1,798.89"
43196		Esophagoscp guide wire dilat	Y	G2	15.5423	$831.73
43197		Esophagoscopy flex dx brush	Y	P3		$131.82
43198		Esophagosc flex trnsn biopsy	Y	P3		$142.14
43200		Esophagoscopy flexible brush	Y	A2	8.7859	$470.17
43201		Esoph scope w/submucous inj	Y	A2	15.5423	$831.73
43202		Esophagoscopy flex biopsy	Y	A2	15.5423	$831.73
43204		Esoph scope w/sclerosis inj	Y	A2	15.5423	$831.73
43205		Esophagus endoscopy/ligation	Y	A2	15.5423	$831.73
43206		Esoph optical endomicroscopy	Y	G2	15.5423	$831.73
43210		Egd esophagogastrc fndoplsty	Y	J8	110.3250	"$5,903.93"
43211		Esophagoscop mucosal resect	Y	G2	15.5423	$831.73
43212		Esophagoscop stent placement	Y	J8	71.7435	"$3,839.28"
43213		Esophagoscopy retro balloon	Y	G2	15.5423	$831.73
43214		Esophagosc dilate balloon 30	Y	G2	15.5423	$831.73
43215		Esophagoscopy flex remove fb	Y	A2	15.5423	$831.73
43216		Esophagoscopy lesion removal	Y	A2	15.5423	$831.73
43217		Esophagoscopy snare les remv	Y	A2	15.5423	$831.73
43220		Esophagoscopy balloon <30mm	Y	A2	15.5423	$831.73
43226		Esoph endoscopy dilation	Y	A2	15.5423	$831.73
43227		Esophagoscopy control bleed	Y	A2	15.5423	$831.73
43229		Esophagoscopy lesion ablate	Y	J8	49.4074	"$2,643.99"
43231		Esophagoscop ultrasound exam	Y	A2	15.5423	$831.73
43232		Esophagoscopy w/us needle bx	Y	A2	15.5423	$831.73
43233		Egd balloon dil esoph30 mm/>	Y	G2	15.5423	$831.73
43235		Egd diagnostic brush wash	Y	A2	8.7859	$470.17
43236		Uppr gi scope w/submuc inj	Y	A2	8.7859	$470.17
43237		Endoscopic us exam esoph	Y	A2	15.5423	$831.73
43238		Egd us fine needle bx/aspir	Y	A2	15.5423	$831.73
43239		Egd biopsy single/multiple	Y	A2	8.7859	$470.17
43240		Egd w/transmural drain cyst	Y	J8	75.2069	"$4,024.62"
43241		Egd tube/cath insertion	Y	A2	15.5423	$831.73
43242		Egd us fine needle bx/aspir	Y	A2	15.5423	$831.73
43243		Egd injection varices	Y	A2	15.5423	$831.73
43244		Egd varices ligation	Y	A2	15.5423	$831.73
43245		Egd dilate stricture	Y	A2	15.5423	$831.73
43246		Egd place gastrostomy tube	Y	A2	15.5423	$831.73
43247		Egd remove foreign body	Y	A2	8.7859	$470.17
43248		Egd guide wire insertion	Y	A2	8.7859	$470.17
43249		Esoph egd dilation <30 mm	Y	A2	15.5423	$831.73
43250		Egd cautery tumor polyp	Y	A2	15.5423	$831.73
43251		Egd remove lesion snare	Y	A2	15.5423	$831.73
43252		Egd optical endomicroscopy	Y	G2	15.5423	$831.73
43253		Egd us transmural injxn/mark	Y	G2	15.5423	$831.73
43254		Egd endo mucosal resection	Y	G2	15.5423	$831.73
43255		Egd control bleeding any	Y	A2	15.5423	$831.73
43257		Egd w/thrml txmnt gerd	Y	J8	45.4939	"$2,434.56"
43259		Egd us exam duodenum/jejunum	Y	A2	15.5423	$831.73
43260		Ercp w/specimen collection	Y	A2	33.6153	"$1,798.89"
43261		Endo cholangiopancreatograph	Y	A2	33.6153	"$1,798.89"
43262		Endo cholangiopancreatograph	Y	A2	33.6153	"$1,798.89"
43263		Ercp sphincter pressure meas	Y	A2	15.5423	$831.73
43264		Ercp remove duct calculi	Y	A2	33.6153	"$1,798.89"
43265		Ercp lithotripsy calculi	Y	A2	48.1186	"$2,575.02"
43266		Egd endoscopic stent place	Y	J8	74.0591	"$3,963.20"
43270		Egd lesion ablation	Y	J8	20.0731	"$1,074.19"
43273		Endoscopic pancreatoscopy	N	N1		
43274		Ercp duct stent placement	Y	J8	62.0172	"$3,318.79"
43275		Ercp remove forgn body duct	Y	G2	15.5423	$831.73
43276		Ercp stent exchange w/dilate	Y	J8	62.0937	"$3,322.88"
43277		Ercp ea duct/ampulla dilate	Y	G2	33.6153	"$1,798.89"
43278		Ercp lesion ablate w/dilate	Y	G2	33.6153	"$1,798.89"
43284		Laps esophgl sphnctr agmntj	Y	J8	121.2746	"$6,489.89"
43285		Rmvl esophgl sphnctr dev	N	G2	50.5505	"$2,705.16"
43290		Egd flx trnsorl dplmnt balo	Y	G2	15.5423	$831.73
43291		Egd flx trnsorl rmvl balo	Y	G2	8.7859	$470.17
43450		Dilate esophagus 1/mult pass	Y	A2	8.7859	$470.17
43453		Dilate esophagus	Y	A2	15.5423	$831.73
43653		Laparoscopy gastrostomy	Y	A2	50.5505	"$2,705.16"
43752		Nasal/orogastric w/tube plmt	N	G2	3.8618	$206.66
43753		Tx gastro intub w/asp	N	N1		
