Addendum BB -- ASC Covered Ancillary Services Integral to Covered Surgical Procedures for CY 2025 (Including Ancillary Services for Which Payment is Packaged),,,,,,,
CPT codes and descriptions only are copyright 2024 American Medical Association.  All Rights Reserved.  Applicable FARS/DFARS Apply.  Dental codes (D codes) are copyright 2024 American Dental Association.  All Rights Reserved.,,,,,,,
,,,,,,,
HCPCS Code,,Short Descriptor,Drug and Device Pass-Through Expiration during Calendar Year,October 2025 Payment Indicator,October 2025 Payment Weight  ,October 2025 Payment Rate ,October 2025 IRA-22 Adjusted Copayment1
C2616,,"Brachytx, non-str,yttrium-90",,H2,,"$17,485.10",
C2617,,"Stent, non-cor, tem w/o del",,N1,,,
C2618,,"Probe/needle, cryo",,N1,,,
C2619,,"Pmkr, dual, non rate-resp",,N1,,,
C2620,,"Pmkr, single, non rate-resp",,N1,,,
C2621,,"Pmkr, other than sing/dual",,N1,,,
C2622,,"Prosthesis, penile, non-inf",,N1,,,
C2623,,"Cath, translumin, drug-coat",,N1,,,
C2624,,Wireless pressure sensor,,N1,,,
C2625,,"Stent, non-cor, tem w/del sy",,N1,,,
C2626,,"Infusion pump, non-prog,temp",,N1,,,
C2627,,"Cath, suprapubic/cystoscopic",,N1,,,
C2628,,"Catheter, occlusion",,N1,,,
C2629,,"Intro/sheath, laser",,N1,,,
C2630,,"Cath, ep, cool-tip",,N1,,,
C2631,,"Rep dev, urinary, w/o sling",,N1,,,
C2634,,"Brachytx, non-str, ha, i-125",,H2,,$162.84,
C2635,,"Brachytx, non-str, ha, p-103",,H2,,$69.38,
C2636,,"Brachy linear, non-str,p-103",,H2,,$52.91,
C2638,,"Brachytx, stranded, i-125",,H2,,$37.04,
C2639,,"Brachytx, non-stranded,i-125",,H2,,$35.11,
C2640,,"Brachytx, stranded, p-103",,H2,,$69.69,
C2641,,"Brachytx, non-stranded,p-103",,H2,,$79.77,
C2642,,"Brachytx, stranded, c-131",,H2,,$107.86,
C2643,,"Brachytx, non-stranded,c-131",,H2,,$96.56,
C2644,,Brachytx cesium-131 chloride,,K5,,,
C2645,,"Brachytx planar, p-103",,H2,,$4.69,
C2698,,"Brachytx, stranded, nos",,H2,,$37.04,
C2699,,"Brachytx, non-stranded, nos",,H2,,$35.11,
C8000,,"Suprt dev, a-v fistula, imp",,J7,,,
C8900,,"Mra w/cont, abd",,Z2,3.511,$192.74,
C8901,,"Mra w/o cont, abd",,Z2,2.3732,$130.28,
C8902,,"Mra w/o fol w/cont, abd",,Z2,3.511,$192.74,
C8903,,"Mri w/cont, breast,  uni",,Z2,1.7618,$96.71,
C8905,,"Mri w/o fol w/cont, brst, un",,Z2,3.511,$192.74,
C8906,,"Mri w/cont, breast,  bi",,Z2,3.511,$192.74,
C8908,,"Mri w/o fol w/cont, breast,",,Z2,3.511,$192.74,
C8909,,"Mra w/cont, chest",,Z2,3.511,$192.74,
C8910,,"Mra w/o cont, chest",,Z2,2.3732,$130.28,
C8911,,"Mra w/o fol w/cont, chest",,Z2,3.511,$192.74,
C8912,,"Mra w/cont, lwr ext",,Z2,3.511,$192.74,
C8913,,"Mra w/o cont, lwr ext",,Z2,2.3732,$130.28,
C8914,,"Mra w/o fol w/cont, lwr ext",,Z2,3.511,$192.74,
C8918,,"Mra w/cont, pelvis",,Z2,3.511,$192.74,
C8919,,"Mra w/o cont, pelvis",,Z2,2.3732,$130.28,
C8920,,"Mra w/o fol w/cont, pelvis",,Z2,3.511,$192.74,
C8931,,"Mra, w/dye, spinal canal",,Z2,3.511,$192.74,
C8932,,"Mra, w/o dye, spinal canal",,Z2,2.3732,$130.28,
C8933,,"Mra, w/o&w/dye, spinal canal",,Z2,3.511,$192.74,
C8934,,"Mra, w/dye, upper extremity",,Z2,3.511,$192.74,
C8935,,"Mra, w/o dye, upper extr",,Z2,2.3732,$130.28,
C8936,,"Mra, w/o&w/dye, upper extr",,Z2,3.511,$192.74,
C9046,,Cocaine hcl nasal (goprelto),,N1,,,
C9047,,"Injection, caplacizumab-yhdp",,N1,,,
C9067,,Gallium ga-68 dotatoc,,K2,,$4.05,
C9088,,"Instill, bupivac and meloxic",,D5,,$0.81,$0.16
C9089,***,"Bupivacaine implant, 1 mg",,K2,,$0.88,
C9101,,"Inj, oliceridine 0.1 mg",*,N1,,$1.30,
C9143,,Cocaine hcl nasal (numbrino),,N1,,,
C9144,,"Inj, bupivacaine (posimir)",,K2,,$0.51,
C9145,,"Inj, aponvie, 1 mg",,K2,,$1.91,
C9174,,"Datopotamab deruxtecan, 1 mg",,D5,,$50.38,
C9175,,"Inj, treosulfan, 50 mg",,D5,,$31.42,
C9248,,"Inj, clevidipine butyrate",,D5,,$2.88,
C9250,,Artiss fibrin sealant,,K2,,$141.89,
C9254,,"Injection, lacosamide",,N1,,,
C9257,,Bevacizumab injection,,K2,,$1.83,
C9285,,"Patch, lidocaine/tetracaine",,N1,,,
C9293,,"Injection, glucarpidase",,K5,,,
C9302,,"Inj zanidatamab, 2 mg",,D5,,,
C9303,,"Inj zolbetuximab, 1 mg",,D5,,,
C9304,,"Inj marstacimab, 0.5 mg",,D5,,,
C9305,,"Inj, nipocalimab-aahu, 3 mg",,K2,,$32.14,
C9306,,Telisotuzumab vedotin-tllv,,K2,,$143.99,
C9352,,"Neuragen nerve guide, per cm",,N1,,,
C9353,,"Neurawrap nerve protector,cm",,N1,,,
C9354,,"Veritas collagen matrix, cm2",,N1,,,
C9355,,"Neuromatrix nerve cuff, cm",,N1,,,
C9356,,"Tenoglide tendon prot, cm2",,N1,,,
C9358,,"Surgimend, fetal",,N1,,,
C9359,,"Implnt,bon void filler-putty",,N1,,,
C9360,,"Surgimend, neonatal",,N1,,,
C9361,,Neuromend nerve wrap,,N1,,,
C9362,,"Implnt,bon void filler-strip",,N1,,,
C9363,,Integra meshed bil wound mat,,N1,,,
C9364,,"Porcine implant, permacol",,N1,,,
C9399,,Unclassified drugs or biolog,,K7,,,
C9460,,"Injection, cangrelor",,K2,,$19.98,
C9462,,"Injection, delafloxacin",,K5,,,
C9482,,Sotalol hydrochloride iv,,K2,,$25.05,$3.79
C9488,,Conivaptan hcl,,N1,,,
C9610,,Cath coronary drug-delivery,,J7,,,
C9738,,Blue light cysto imag agent,,N1,,,
C9762,,Cardiac mri seg dys strain,,Z2,5.3155,$291.79,
C9763,,Cardiac mri seg dys stress,,Z2,5.3155,$291.79,
C9776,,Fluo bile duct imaging w/icg,,N1,,,
C9804,***,Pump elastomc non-opioid dev,,L6,,,
C9806,***,Pump perist non-opioid dev,,L6,,,
C9807,***,Nerve stim non-opioid dev,,L6,,,
C9808,***,Cryo probe non-opioid dev,,L6,,,
C9809,***,Cryo needle non-opioid dev,,L6,,,
D0120,,Periodic oral evaluation,,D1,,,
D0140,,Limit oral eval problm focus,,D1,,,
D0150,,Comprehensve oral evaluation,,D1,,,
D0160,,Extensv oral eval prob focus,,D1,,,
D0170,,"Re-eval,est pt,problem focus",,D1,,,
D0171,,Re-eval post-op visit,,D1,,,
D0180,,Comp periodontal evaluation,,D1,,,
D0191,,Assessment of a patient,,D1,,,
D0210,,Intraor comprehensive series,,D1,,,
D0220,,Intraoral periapical first,,D1,,,
D0230,,Intraoral periapical ea add,,D1,,,
D0240,,Intraoral occlusal film,,D1,,,
D0250,,Extraoral 2d project image,,D1,,,
D0251,,Extraoral posterior image,,D1,,,
D0270,,Dental bitewing single image,,D1,,,
D0272,,Dental bitewings two images,,D1,,,
D0273,,Bitewings - three images,,D1,,,
D0274,,Bitewings four images,,D1,,,
D0277,,Vert bitewings 7 to 8 images,,D1,,,
D0330,,Panoramic image,,D1,,,
D0340,,2d cephalometric image,,D1,,,
D0350,,Oral/facial photo images,,D1,,,
D0367,,Cone beam ct interp both jaw,,D1,,,
D0383,,Cone beam ct both jaws,,D1,,,
D0393,,Trtmnt simulation 3d image,,D1,,,
D1110,,Dental prophylaxis adult,,D1,,,
D1354,,Int caries med app per tooth,,D1,,,
D2140,,Amalgam one surface permanen,,D1,,,
D2150,,Amalgam two surfaces permane,,D1,,,
D2160,,Amalgam three surfaces perma,,D1,,,
D2161,,Amalgam 4 or > surfaces perm,,D1,,,
D2330,,Resin one surface-anterior,,D1,,,
D2331,,Resin two surfaces-anterior,,D1,,,
D2332,,Resin three surfaces-anterio,,D1,,,
D2335,,Resin 4/> surf or w incis an,,D1,,,
D2390,,Ant resin-based cmpst crown,,D1,,,
D2391,,Post 1 srfc resinbased cmpst,,D1,,,
D2392,,Post 2 srfc resinbased cmpst,,D1,,,
D2393,,Post 3 srfc resinbased cmpst,,D1,,,
D2394,,Post >=4srfc resinbase cmpst,,D1,,,
D2740,,Crown porcelain/ceramic,,D1,,,
D2750,,Crown porcelain w/ h noble m,,D1,,,
D2751,,Crown porcelain fused base m,,D1,,,
D2752,,Crown porcelain w/ noble met,,D1,,,
D2791,,Crown full cast base metal,,D1,,,
D2799,,Interim crown,,D1,,,
D2920,,Re-cement or re-bond crown,,D1,,,
D2929,,Prefab porc/ceram crown pri,,D1,,,
D2930,,Prefab stnlss steel crwn pri,,D1,,,
D2931,,Prefab stnlss steel crown pe,,D1,,,
D2932,,Prefabricated resin crown,,D1,,,
D2933,,Prefab stainless steel crown,,D1,,,
D2934,,Prefab steel crown primary,,D1,,,
D2940,,Place direct restoration,,D1,,,
D2950,,Core build-up incl any pins,,D1,,,
D2951,,Tooth pin retention,,D1,,,
D2952,,Post and core cast + crown,,D1,,,
D2954,,Prefab post/core + crown,,D1,,,
D3110,,Pulp cap direct,,D1,,,
D3120,,Pulp cap indirect,,D1,,,
D3220,,Therapeutic pulpotomy,,D1,,,
D3221,,Gross pulpal debridement,,D1,,,
D3222,,Part pulp for apexogenesis,,D1,,,
D3230,,Pulpal therapy anterior prim,,D1,,,
D3240,,Pulpal therapy posterior pri,,D1,,,
D3310,,"End thxpy, anterior tooth",,D1,,,
D3320,,"End thxpy, premolar tooth",,D1,,,
D3330,,"End thxpy, molar tooth",,D1,,,
D3460,,Endodontic endosseous implan,,D1,,,
D3910,,Isolation- tooth w rubb dam,,D1,,,
D4341,,Periodontal scaling & root,,D1,,,
D4342,,Periodontal scaling 1-3teeth,,D1,,,
D4346,,Scaling gingiv inflammation,,D1,,,
D4355,,Full mouth debridement,,D1,,,
D4381,,Localized delivery antimicro,,D1,,,
D4910,,Periodontal maint procedures,,D1,,,
D7922,,Place intra-socket bio dress,,D1,,,
G0130,**,Single energy x-ray study,,Z3,,$25.88,
G0235,,Pet not otherwise specified,,Z2,3.9486,$216.76,
J0120,,Tetracyclin injection,,N1,,,
J0121,,"Inj., omadacycline, 1 mg",,K2,,$4.02,
J0122,,"Inj., eravacycline, 1 mg",,N1,,,
J0129,,Abatacept injection,,K2,,$44.11,
J0130,,Abciximab injection,,N1,,,
J0131,,"Inj, acetaminophen (nos)",,N1,,,
J0132,,Acetylcysteine injection,,N1,,,
J0133,,Acyclovir injection,,N1,,,
J0134,,Inj acetaminophen -fresenius,,N1,,,
J0136,,"Inj, acetaminophen (b braun)",,N1,,,
J0137,,"Inj, acetaminophen (hikma)",,N1,,,
J0138,,Inj acetaminoph 10mg/ibu 3mg,*,K2,,$0.04,
J0139,,"Inj, adalimumab, 1 mg",,K2,,$91.73,
J0153,,Adenosine inj 1mg,,N1,,,
J0171,,Adrenalin epinephrine inject,,D5,,,
J0172,,"Inj, aducanumab-avwa, 2 mg",,K2,,$5.98,
J0173,,"Inj, epinephrine (belcher)",,D5,,,
J0174,,"Inj, lecanemab-irmb, 1 mg",,K2,,$1.32,
J0175,,"Inj, donanemab-azbt, 2 mg",,K2,,$4.13,
J0177,,"Inj, aflibercept hd, 1 mg",,K2,,$311.38,
J0178,,Aflibercept injection,,K2,,$771.56,
J0179,,"Inj, brolucizumab-dbll, 1 mg",,K2,,$346.11,
J0180,,Agalsidase beta injection,,K2,,$230.15,
J0184,,"Inj, amisulpride, 1 mg",,K2,,$9.61,
J0185,,"Inj., aprepitant, 1 mg",,K2,,$1.64,
J0190,,Inj biperiden lactate/5 mg,,K5,,,
J0200,,Alatrofloxacin mesylate,,K5,,,
J0202,,"Injection, alemtuzumab",,K2,,"$2,429.89",
J0205,,Alglucerase injection,,K5,,,
J0206,,Inj allopurinol sodium 1 mg,,K2,,$4.72,
J0208,,"Inj, pedmark, 100 mg",,K2,,$95.11,
J0209,,"Inj, sod thiosulfate (hope)",,N1,,,
J0211,,"Inj, nithiodote, 3mg / 125mg",,K2,,$2.23,
J0215,,Alefacept,,K5,,,
J0216,,"Inj, alfentanil hcl, 500mcg",,N1,,,
J0217,,Inj velmanase alfa-tycv 1 mg,,K2,,$465.23,
J0218,,Inj olipudase alfa-rpcp 1mg,,K2,,$393.66,
J0219,,Inj aval alfa-nqpt 4mg,,K2,,$80.91,
J0220,,Alglucosidase alfa injection,,N1,,,
J0221,,Lumizyme injection,,K2,,$206.59,
J0222,,"Inj., patisiran, 0.1 mg",,K2,,$99.97,
J0223,,Inj givosiran 0.5 mg,,K2,,$117.36,
J0224,,"Inj. lumasiran, 0.5 mg",,K2,,$329.05,
J0225,,"Inj, vutrisiran, 1 mg",,K2,,"$5,003.64",
J0256,,Alpha 1 proteinase inhibitor,,K2,,$5.46,
J0257,,Glassia injection,,K2,,$5.64,
J0278,,Amikacin sulfate injection,,N1,,,
J0280,,Aminophyllin 250 mg inj,,N1,,,
J0282,,Amiodarone hcl,,N1,,,
J0283,,"Inj, amiodarone (nexterone)",,N1,,,
J0285,,Amphotericin b,,N1,,,
J0287,,Amphotericin b lipid complex,,K2,,$10.30,
J0288,,Ampho b cholesteryl sulfate,,K5,,,
J0289,,Amphotericin b liposome inj,,K2,,$21.48,
J0290,,Ampicillin 500 mg inj,,N1,,,
J0291,,"Inj., plazomicin, 5 mg",,K2,,$3.50,
J0295,,Ampicillin sulbactam 1.5 gm,,N1,,,
J0300,,Amobarbital 125 mg inj,,N1,,,
J0330,,Succinycholine chloride inj,,N1,,,
J0348,,Anidulafungin injection,,N1,,,
J0349,,"Inj, rezafungin, 1 mg",,K2,,$10.63,$2.11
J0350,,Injection anistreplase 30 u,,K5,,,
J0360,,Hydralazine hcl injection,,N1,,,
J0365,,"Aprotonin, 10,000 kiu",,K5,,,
J0380,,Inj metaraminol bitartrate,,K5,,,
J0390,,Chloroquine injection,,N1,,,
J0391,,"Inj, artesunate, 1mg",,K2,,$51.83,
J0395,,Arbutamine hcl injection,,K5,,,
J0400,,Aripiprazole injection,,N1,,,
J0401,,"Inj, abilify maintena, 1 mg",,K2,,$7.28,$1.45
J0402,,"Inj, abilify asimtufii, 1 mg",,K2,,$6.03,
J0456,,Azithromycin,,N1,,,
J0457,,"Injection, aztreonam, 100 mg",,N1,,,
J0458,,Aztreonam/avibactam 10 mg,,K2,,$1.68,
J0461,,Atropine sulfate injection,,N1,,,
J0470,,Dimecaprol injection,,N1,,,
J0475,,Baclofen 10 mg injection,,K2,,$181.22,
J0476,,Baclofen intrathecal trial,,N1,,,
J0480,,Basiliximab,,K2,,"$4,686.85",
J0485,,Belatacept injection,,K2,,$3.89,
J0490,,Belimumab injection,,K2,,$56.07,
J0491,,Inj anifrolumab-fnia 1mg,,K2,,$18.08,
J0500,,Dicyclomine injection,,N1,,,
J0515,,Inj benztropine mesylate,,N1,,,
J0517,,"Inj., benralizumab, 1 mg",,K2,,$164.59,
J0558,,Peng benzathine/procaine inj,,K2,,$19.52,$2.95
J0561,,Penicillin g benzathine inj,,K2,,$30.01,$3.73
J0565,,"Inj, bezlotoxumab, 10 mg",,K2,,$39.83,
J0567,,"Inj., cerliponase alfa 1 mg",,K2,,$120.36,
J0577,,"Inj, brixadi, 7 days or less",,K2,,$420.64,
J0578,,"Inj brixadi, more than 7 day",,K2,,"$1,682.55",
J0583,,Bivalirudin,,N1,,,
J0584,,"Injection, burosumab-twza 1m",,K2,,$484.14,$90.51
J0585,,"Injection,onabotulinumtoxina",,K2,,$6.50,
J0586,,Abobotulinumtoxina,,K2,,$8.75,
J0587,,"Inj, rimabotulinumtoxinb",,K2,,$13.29,
J0588,,Incobotulinumtoxin a,,K2,,$5.57,
J0589,,Inj daxibotulinumtoxina-lanm,,K2,,$3.15,
J0592,,Buprenorphine hydrochloride,,N1,,,
J0593,,"Inj., lanadelumab-flyo, 1 mg",,K2,,$87.28,
J0594,,Busulfan injection,,K2,,$0.88,
J0595,,Butorphanol tartrate 1 mg,,N1,,,
J0596,,"Injection, ruconest",,K2,,$36.77,
J0597,,"C-1 esterase, berinert",,K2,,$75.86,$14.10
J0598,,"C-1 esterase, cinryze",,K2,,$65.63,
J0599,,"Inj., haegarda 10 units",,K2,,$11.73,
J0600,,Edetate calcium disodium inj,,K2,,"$6,408.38",
J0606,,"Inj, etelcalcetide, 0.1 mg",,N1,,,
J0612,,"Inj, calcium gluconate, nos",,N1,,,
J0613,,Calcium glucon (wg critical),,N1,,,
J0614,,"Inj, treosulfan, 50 mg",,K2,,$32.33,
J0620,,Calcium glycer & lact/10 ml,,N1,,,
J0630,,Calcitonin salmon injection,,K2,,$484.97,
J0636,,Inj calcitriol per 0.1 mcg,,N1,,,
J0637,,Caspofungin acetate,,N1,,,
J0638,,Canakinumab injection,,K2,,$141.60,$28.31
J0640,,Leucovorin calcium injection,,N1,,,
J0641,,Inj levoleucovorin nos 0.5mg,,N1,,,
J0642,,"Injection, khapzory, 0.5 mg",,N1,,,
J0650,,"Inj, levothyroxine nos 10mcg",,N1,,,
J0651,,"Inj, levothyroxine, freskabi",,K2,,$6.83,
J0652,,"Inj, levothyroxine, hikma",,K2,,$5.14,
J0665,,"Inj, bupivacaine, nos, 0.5mg",,N1,,,
J0666,***,"Inj, bupivacaine liposome",,K2,,$1.47,
J0668,***,"Instill, bupivac and meloxic",,K2,,$0.81,
J0670,,Inj mepivacaine hcl/10 ml,,N1,,,
J0675,,"Inj, carboprost, 0.1 mg",,K2,,$51.05,
J0681,,Inj ceftobipole medocarl 3mg,,K2,,$1.09,
J0687,,Inj cefazolin (wg crit care),,K2,,$0.95,
J0688,,"Inj cefazolin sodium, hikma",,K2,,$0.93,
J0689,,"Inj cefazolin sodium, baxter",,N1,,,
J0690,,Cefazolin sodium injection,,N1,,,
J0691,,Inj lefamulin 1 mg,,N1,,,
J0692,,Cefepime hcl for injection,,N1,,,
J0694,,Cefoxitin sodium injection,,N1,,,
J0695,,Inj ceftolozane tazobactam,,K2,,$9.07,$1.63
J0696,,Ceftriaxone sodium injection,,N1,,,
J0697,,Sterile cefuroxime injection,,N1,,,
J0698,,Cefotaxime sodium injection,,N1,,,
J0699,,"Inj, cefiderocol, 10 mg",,K2,,$2.42,
J0701,,Inj. cefepime hcl (baxter),,N1,,,
J0702,,Betamethasone acet&sod phosp,,N1,,,
J0703,,"Inj, cefepime hcl (b braun)",,N1,,,
J0706,,Caffeine citrate injection,,N1,,,
J0710,,Cephapirin sodium injection,,K5,,,
J0712,,Ceftaroline fosamil inj,,K2,,$4.23,
J0713,,Inj ceftazidime per 500 mg,,N1,,,
J0714,,Ceftazidime and avibactam,,K2,,$104.73,
J0715,,Ceftizoxime sodium / 500 mg,,K5,,,
J0716,,Centruroides immune f(ab),,K2,,"$4,871.94",
J0717,,Certolizumab pegol inj 1mg,,K2,,$3.91,
J0720,,Chloramphenicol sodium injec,,N1,,,
J0725,,Chorionic gonadotropin/1000u,,N1,,,
J0735,,Clonidine hydrochloride,,N1,,,
J0736,,"Inj, clindamycin phosp 300mg",,N1,,,
J0737,,"Inj, clindamycin (baxter)",,N1,,,
J0738,,"Hiv prep, inj, lenacapavir",,K2,,$16.13,$0.00
J0739,,"Hiv prep, inj, cabotegravir",,K7,,,
J0740,,Cidofovir injection,,K2,,$546.29,
J0741,,"Inj, cabote rilpivir 2mg 3mg",,K2,,$23.65,
J0742,,Inj imip 4 cilas 4 releb 2mg,,K2,,$2.61,
J0743,,Cilastatin sodium injection,,N1,,,
J0744,,Ciprofloxacin iv,,N1,,,
J0745,,Inj codeine phosphate /30 mg,,N1,,,
J0750,,"Hiv prep, ftc/tdf 200/300mg",,K7,,,
J0751,,"Hiv prep, ftc/taf 200/25mg",,K7,,,
J0752,,"Hiv prep, oral lenacapavir",,K2,,$449.03,$0.00
J0759,,"Inj, clevidepine, 1 mg",,K2,,$2.85,
J0770,,Colistimethate sodium inj,,N1,,,
J0775,,"Collagenase, clost hist inj",,K2,,$75.91,$13.34
J0780,,Prochlorperazine injection,,N1,,,
J0791,,Inj crizanlizumab-tmca 5mg,,K2,,$129.48,
J0795,,Corticorelin ovine triflutal,,K5,,,
J0799,,"Hiv prep, fda approved, noc",,K7,,,
J0801,,Inj. acthar gel to 40 units,,N1,,,
J0802,,"Inj. (ani), up to 40 units",,N1,,,
J0834,,"Inj., cosyntropin, 0.25 mg",,N1,,,
J0840,,Crotalidae poly immune fab,,K2,,"$1,828.72",
J0841,,Inj crotalidae im f(ab')2 eq,,K2,,"$1,045.15",
J0850,,Cytomegalovirus imm iv /vial,,K2,,"$1,808.65",
J0870,,"Injection, imetelstat, 1 mg",,K2,,$57.03,$11.31
J0872,,Daptomycin (xellia) unrefrig,,K2,,$0.04,
J0873,,Inj daptomycin (xellia),,K2,,$0.04,
J0874,,"Inj, daptomycin (baxter)",,N1,,,
J0875,,"Injection, dalbavancin",,K2,,$15.61,
J0877,,"Inj, daptomycin (hospira)",,N1,,,
J0878,,Daptomycin injection,,N1,,,
J0881,,"Darbepoetin alfa, non-esrd",,K2,,$2.93,
J0882,,"Darbepoetin alfa, esrd use",,K2,,$2.93,
J0883,,Argatroban nonesrd use 1mg,,K2,,$0.80,
J0884,,Argatroban esrd dialysis 1mg,,N1,,,
J0885,,"Epoetin alfa, non-esrd",,K2,,$8.54,
J0887,,Epoetin beta esrd use,,N1,,,
J0888,,Epoetin beta non esrd,,K2,,$1.47,
J0889,,Daprodustat oral 1mg esrd,,K5,,,
J0891,,Argatroban nonesrd (accord),,K2,,$1.82,
J0892,,Argatroban dialysis (accord),,N1,,,
J0893,,"Inj, decitabine (sun pharma)",,N1,,,
J0894,,Decitabine injection,,N1,,,
J0895,,Deferoxamine mesylate inj,,N1,,,
J0896,,Inj luspatercept-aamt 0.25mg,,K2,,$41.98,
J0897,,Denosumab injection,,K2,,$29.38,$5.14
J0898,,Argatroban nonesrd (auromed),,K2,,$1.62,
J0899,,"Argatroban dialysis, auromed",,N1,,,
J0911,,Inst tauro 1.35mg/hep 100u,,K2,,$6.41,
J1000,,Depo-estradiol cypionate inj,,N1,,,
J1010,,"Inj, methylpred acetate 1 mg",,K2,,$0.12,
J1050,,Medroxyprogesterone acetate,,N1,,,
J1071,,Inj testosterone cypionate,,N1,,,
J1072,,"Inj, testosterone, azmiro",,K2,,$1.33,
J1094,,Inj dexamethasone acetate,,D5,,,
J1095,,"Injection, dexamethasone 9%",,N1,,,
J1096,***,Dexametha opth insert 0.1 mg,,K2,,$102.94,
J1097,***,Phenylep ketorolac opth soln,,K2,,$96.91,
J1100,,Dexamethasone sodium phos,,N1,,,
J1105,,"Dexmedetomidine film, 1 mcg",,K2,,$0.71,
J1110,,Inj dihydroergotamine mesylt,,N1,,,
J1120,,Acetazolamid sodium injectio,,N1,,,
J1130,,Inj diclofenac sodium 0.5mg,,N1,,,
J1160,,Digoxin injection,,N1,,,
J1162,,Digoxin immune fab (ovine),,K2,,"$5,168.23","$1,012.56"
J1165,,Phenytoin sodium injection,,N1,,,
J1171,,"Inj, hydromorphone, 0.1 mg",,N1,,,
J1190,,Dexrazoxane hcl injection,,K2,,$63.06,
J1200,,Diphenhydramine hcl injectio,,N1,,,
J1201,,Inj. cetirizine hcl 0.5mg,,K2,,$16.52,
J1203,,"Inj, cipaglucosidase, 5 mg",,K2,,$91.21,
J1205,,Chlorothiazide sodium inj,,N1,,,
J1212,,Dimethyl sulfoxide 50% 50 ml,,K2,,$748.85,
J1230,,Methadone injection,,N1,,,
J1240,,Dimenhydrinate injection,,N1,,,
J1245,,Dipyridamole injection,,N1,,,
J1250,,Inj dobutamine hcl/250 mg,,N1,,,
J1260,,Dolasetron mesylate,,N1,,,
J1265,,Dopamine injection,,N1,,,
J1267,,Doripenem injection,,K5,,,
J1270,,"Injection, doxercalciferol",,N1,,,
J1290,,Ecallantide injection,,K2,,$579.97,
J1299,,"Inj, eculizumab, 2 mg",,K2,,$44.82,
J1300,,Eculizumab injection,,D5,,,
J1301,,"Injection, edaravone, 1 mg",,K2,,$20.99,
J1302,,"Inj, sutimlimab-jome, 10 mg",*,K2,,$18.86,
J1303,,"Inj., ravulizumab-cwvz 10 mg",,K2,,$225.11,
J1304,,Inj tofersen intrathec 1 mg,,K2,,$159.40,$31.66
J1305,,"Inj, evinacumab-dgnb, 5mg",,K2,,$193.76,
J1306,,"Injection, inclisiran, 1 mg",*,K2,,$12.32,
J1307,,"Inj, crovalimab-akkz, 10 mg",,K2,,$551.51,
J1320,,Amitriptyline injection,,N1,,,
J1322,,"Elosulfase alfa, injection",,K2,,$308.68,$61.35
J1323,,"Inj, elranatamab-bcmm, 1 mg",,K2,,$184.07,
J1325,,Epoprostenol injection,,N1,,,
J1326,,"Inj, zolbetuximab-clzb, 2 mg",,K2,,$33.71,
J1327,,Eptifibatide injection,,N1,,,
J1330,,Ergonovine maleate injection,,K5,,,
J1335,,Ertapenem injection,,N1,,,
J1364,,Erythro lactobionate /500 mg,,N1,,,
J1380,,Estradiol valerate 10 mg inj,,N1,,,
J1410,,Inj estrogen conjugate 25 mg,,K2,,$392.06,
J1426,,"Injection, casimersen, 10 mg",,K2,,$166.06,
J1427,,Inj. viltolarsen,,N1,,,
J1428,,"Inj, eteplirsen, 10 mg",,K2,,$167.35,
J1429,,Inj golodirsen 10 mg,,N1,,,
J1430,,Ethanolamine oleate 100 mg,,K2,,$508.96,
J1434,,"Inj, focinvez, 1mg",,K2,,$2.84,
J1437,,Inj. fe derisomaltose 10 mg,,K2,,$22.02,
J1438,,Etanercept injection,,K2,,"$1,080.88",
J1439,,Inj ferric carboxymaltos 1mg,,K2,,$1.11,
J1440,,Fecal microbiota jslm 1 ml,,K2,,$63.84,
J1442,,Inj filgrastim excl biosimil,,K2,,$1.00,
J1443,,Inj ferric pyrophosphate cit,,K5,,,
J1444,,Fe pyro cit pow 0.1 mg iron,,K5,,,
J1445,,Inj triferic avnu 0.1mg iron,,K5,,,
J1447,,Inj tbo filgrastim 1 microg,,K2,,$0.28,
J1448,,"Injection, trilaciclib, 1mg",,K2,,$5.46,
J1449,,Inj eflapegrastim-xnst 0.1mg,,K2,,$20.87,
J1450,,Fluconazole,,N1,,,
J1451,,"Fomepizole, 15 mg",,K2,,$6.28,
J1452,,Intraocular fomivirsen na,,K5,,,
J1453,,Fosaprepitant injection,,N1,,,
J1454,,"Inj fosnetupitant, palonoset",,K2,,$575.50,
J1455,,Foscarnet sodium injection,,K2,,$16.08,
J1456,,"Inj, fosaprepitant (teva)",,K2,,$1.03,$0.08
J1457,,Gallium nitrate injection,,K5,,,
J1458,,Galsulfase injection,,N1,,,
J1459,,Inj ivig privigen 500 mg,,K2,,$50.74,
J1460,,Gamma globulin 1 cc inj,,K2,,$49.03,
J1551,,Inj cutaquig 100 mg,,N1,,,
J1552,,"Inj, alyglo, 500 mg",,K2,,$130.24,
J1554,,Inj. asceniv,,K2,,$496.74,
J1555,,"Inj cuvitru, 100 mg",,K2,,$16.84,
J1556,,"Inj, imm glob bivigam, 500mg",,N1,,,
J1557,,Gammaplex injection,,K2,,$63.68,
J1558,,"Inj. xembify, 100 mg",,K2,,$14.85,
J1559,,Hizentra injection,,K2,,$14.34,$2.76
J1560,,Gamma globulin > 10 cc inj,,K2,,$170.48,
J1561,,Gamunex-c/gammaked,,K2,,$48.96,
J1562,,"Vivaglobin, inj",,K5,,,
