Addendum AA -- ASC Covered Surgical Procedures for CY 2023                                                                                                                                (Including Surgical Procedures for Which Payment is Packaged),,,,,,
CPT codes and descriptions only are copyright 2022 American Medical Association.  All Rights Reserved.  Applicable FARS/DFARS Apply.  Dental codes (D codes) are copyright 2022 American Dental Association.  All Rights Reserved.,,,,,,
,,,,,,
HCPCS Code,,Short Descriptor,Subject to Multiple Procedure Discounting,July 2023  Payment Indicator,July 2023  Payment Weight  ,July 2023 Payment Rate 
33285,,Insj subq car rhythm mntr,Y,J8,135.9099,"$7,047.47 "
33286,,Rmvl subq car rhythm mntr,N,G2,6.5159,$337.88 
33419,,Repair tcat mitral valve,N,N1,,
33508,,Endoscopic vein harvest,N,N1,,
33866,,Aortic hemiarch graft,N,N1,,
33900,,Perq p-art revsc 1 nm nt uni,Y,J8,113.5058,"$5,885.73 "
33901,,Perq p-art revsc 1 nm nt bi,Y,J8,113.5058,"$5,885.73 "
33902,,Perq p-art revsc 1 abnor uni,Y,J8,188.6292,"$9,781.18 "
33903,,Perq p-art revsc 1 abnor bi,Y,J8,113.5058,"$5,885.73 "
34490,,Removal of vein clot,Y,G2,27.8432,"$1,443.78 "
34713,,Perq access & clsr fem art,N,N1,,
34714,,Opn fem art expos cndt crtj,N,N1,,
34715,,Opn ax/subcla art expos,N,N1,,
34716,,Opn ax/subcla art expos cndt,N,N1,,
35188,,Repair blood vessel lesion,Y,A2,50.9282,"$2,640.83 "
35207,,Repair blood vessel lesion,Y,A2,27.8432,"$1,443.78 "
35572,,Harvest femoropopliteal vein,N,N1,,
35875,,Removal of clot in graft,Y,A2,50.9282,"$2,640.83 "
35876,,Removal of clot in graft,Y,A2,50.9282,"$2,640.83 "
36000,,Place needle in vein,N,N1,,
36002,,Pseudoaneurysm injection trt,Y,G2,5.8084,$301.19 
36005,,Injection ext venography,N,N1,,
36010,,Place catheter in vein,N,N1,,
36011,,Place catheter in vein,N,N1,,
36012,,Place catheter in vein,N,N1,,
36013,,Place catheter in artery,N,N1,,
36014,,Place catheter in artery,N,N1,,
36015,,Place catheter in artery,N,N1,,
36100,,Establish access to artery,N,N1,,
36140,,Intro ndl icath upr/lxtr art,N,N1,,
36160,,Establish access to aorta,N,N1,,
36200,,Place catheter in aorta,N,N1,,
36215,,Place catheter in artery,N,N1,,
36216,,Place catheter in artery,N,N1,,
36217,,Place catheter in artery,N,N1,,
36218,,Place catheter in artery,N,N1,,
36221,,Place cath thoracic aorta,N,N1,,
36222,,Place cath carotid/inom art,N,N1,,
36223,,Place cath carotid/inom art,N,N1,,
36224,,Place cath carotd art,N,N1,,
36225,,Place cath subclavian art,N,N1,,
36226,,Place cath vertebral art,N,N1,,
36227,,Place cath xtrnl carotid,N,N1,,
36228,,Place cath intracranial art,N,N1,,
36245,,Ins cath abd/l-ext art 1st,N,N1,,
36246,,Ins cath abd/l-ext art 2nd,N,N1,,
36247,,Ins cath abd/l-ext art 3rd,N,N1,,
36248,,Ins cath abd/l-ext art addl,N,N1,,
36251,,Ins cath ren art 1st unilat,N,N1,,
36252,,Ins cath ren art 1st bilat,N,N1,,
36253,,Ins cath ren art 2nd+ unilat,N,N1,,
36254,,Ins cath ren art 2nd+ bilat,N,N1,,
36260,,Insertion of infusion pump,Y,A2,50.9282,"$2,640.83 "
36261,,Revision of infusion pump,Y,G2,33.6443,"$1,744.59 "
36262,,Removal of infusion pump,N,G2,33.6443,"$1,744.59 "
36400,,Bl draw < 3 yrs fem/jugular,N,N1,,
36405,,Bl draw <3 yrs scalp vein,N,N1,,
36406,,Bl draw <3 yrs other vein,N,N1,,
36410,,Non-routine bl draw 3/> yrs,N,N1,,
36416,,Capillary blood draw,N,N1,,
36420,,Vein access cutdown < 1 yr,N,N1,,
36425,,Vein access cutdown > 1 yr,N,N1,,
36430,,Blood transfusion service,N,P3,,$38.97 
36440,,Bl push transfuse 2 yr/<,N,R2,4.0940,$212.29 
36450,,Bl exchange/transfuse nb,N,R2,4.0940,$212.29 
36455,,Bl exchange/transfuse non-nb,N,G2,4.0940,$212.29 
36465,,Njx noncmpnd sclrsnt 1 vein,Y,P2,17.3282,$898.54 
36466,,Njx noncmpnd sclrsnt mlt vn,Y,P2,17.3282,$898.54 
36468,,Njx sclrsnt spider veins,N,N1,,
36470,,Njx sclrsnt 1 incmptnt vein,Y,P3,,$86.07 
36471,,Njx sclrsnt mlt incmptnt vn,Y,P3,,$141.99 
36473,,Endovenous mchnchem 1st vein,Y,P3,,"$1,098.62 "
36474,,Endovenous mchnchem add-on,N,N1,,
36475,,Endovenous rf 1st vein,Y,A2,27.8432,"$1,443.78 "
36476,,Endovenous rf vein add-on,N,N1,,
36478,,Endovenous laser 1st vein,Y,A2,27.8432,"$1,443.78 "
36479,,Endovenous laser vein addon,N,N1,,
36481,,Insertion of catheter vein,N,N1,,
36482,,Endoven ther chem adhes 1st,Y,P3,,"$1,565.25 "
36483,,Endoven ther chem adhes sbsq,N,N1,,
36500,,Insertion of catheter vein,N,N1,,
36510,,Insertion of catheter vein,N,N1,,
36511,,Apheresis wbc,N,G2,13.6532,$707.97 
36512,,Apheresis rbc,N,G2,13.6532,$707.97 
36513,,Apheresis platelets,N,R2,4.0940,$212.29 
36514,,Apheresis plasma,N,G2,13.6532,$707.97 
36516,,Apheresis immunoads slctv,N,P3,,"$1,726.55 "
36522,,Photopheresis,N,G2,41.7677,"$2,165.82 "
36555,,Insert non-tunnel cv cath,Y,A2,27.8432,"$1,443.78 "
36556,,Insert non-tunnel cv cath,Y,A2,27.8432,"$1,443.78 "
36557,,Insert tunneled cv cath,Y,A2,50.9282,"$2,640.83 "
36558,,Insert tunneled cv cath,Y,A2,27.8432,"$1,443.78 "
36560,,Insert tunneled cv cath,Y,G2,27.8432,"$1,443.78 "
36561,,Insert tunneled cv cath,Y,A2,27.8432,"$1,443.78 "
36563,,Insert tunneled cv cath,Y,J8,88.3762,"$4,582.66 "
36565,,Insert tunneled cv cath,Y,A2,27.8432,"$1,443.78 "
36566,,Insert tunneled cv cath,Y,A2,50.9282,"$2,640.83 "
36568,,Insj picc <5 yr w/o imaging,Y,A2,11.2439,$583.04 
36569,,Insj picc 5 yr+ w/o imaging,Y,A2,11.2439,$583.04 
36570,,Insert picvad cath,Y,A2,27.8432,"$1,443.78 "
36571,,Insert picvad cath,Y,A2,27.8432,"$1,443.78 "
36572,,Insj picc rs&i <5 yr,Y,G2,5.8084,$301.19 
36573,,Insj picc rs&i 5 yr+,Y,G2,11.2439,$583.04 
36575,,Repair tunneled cv cath,Y,A2,5.8084,$301.19 
36576,,Repair tunneled cv cath,Y,A2,11.2439,$583.04 
36578,,Replace tunneled cv cath,Y,A2,27.8432,"$1,443.78 "
36580,,Replace cvad cath,Y,J8,14.4378,$748.66 
36581,,Replace tunneled cv cath,Y,J8,36.1237,"$1,873.16 "
36582,,Replace tunneled cv cath,Y,A2,27.8432,"$1,443.78 "
36583,,Replace tunneled cv cath,Y,J8,89.1968,"$4,625.21 "
36584,,Compl rplcmt picc rs&i,Y,A2,11.2439,$583.04 
36585,,Replace picvad cath,Y,A2,27.8432,"$1,443.78 "
36589,,Removal tunneled cv cath,N,A2,5.8084,$301.19 
36590,,Removal tunneled cv cath,N,A2,11.2439,$583.04 
36591,,Draw blood off venous device,N,N1,,
36592,,Collect blood from picc,N,N1,,
36593,,Declot vascular device,Y,P3,,$32.87 
36595,,Mech remov tunneled cv cath,Y,P3,,$468.32 
36596,,Mech remov tunneled cv cath,Y,G2,11.2439,$583.04 
36597,,Reposition venous catheter,Y,G2,11.2439,$583.04 
36598,,Inj w/fluor eval cv device,Y,P3,,$95.56 
36600,,Withdrawal of arterial blood,N,N1,,
36620,,Insertion catheter artery,N,N1,,
36625,,Insertion catheter artery,N,N1,,
36640,,Insertion catheter artery,Y,A2,27.8432,"$1,443.78 "
36680,,Insert needle bone cavity,N,N1,,
36800,,Insertion of cannula,Y,G2,50.9282,"$2,640.83 "
36810,,Insertion of cannula,Y,A2,27.8432,"$1,443.78 "
36815,,Insertion of cannula,Y,A2,50.9282,"$2,640.83 "
36818,,Av fuse uppr arm cephalic,Y,A2,50.9282,"$2,640.83 "
36819,,Av fuse uppr arm basilic,Y,A2,50.9282,"$2,640.83 "
36820,,Av fusion/forearm vein,Y,A2,50.9282,"$2,640.83 "
36821,,Av fusion direct any site,Y,A2,27.8432,"$1,443.78 "
36825,,Artery-vein autograft,Y,A2,50.9282,"$2,640.83 "
36830,,Artery-vein nonautograft,Y,A2,50.9282,"$2,640.83 "
36831,,Open thrombect av fistula,Y,A2,50.9282,"$2,640.83 "
36832,,Av fistula revision open,Y,A2,50.9282,"$2,640.83 "
36833,,Av fistula revision,Y,A2,50.9282,"$2,640.83 "
36835,,Artery to vein shunt,Y,J8,40.6973,"$2,110.32 "
36836,,Prq av fstl crtj uxtr 1 acs,Y,J8,199.6276,"$10,351.49 "
36837,,Prq av fstl crt uxtr sep acs,Y,J8,220.8541,"$11,452.17 "
36860,,External cannula declotting,Y,A2,11.2439,$583.04 
36861,,Cannula declotting,Y,J8,67.7953,"$3,515.46 "
36901,,Intro cath dialysis circuit,Y,P2,11.2439,$583.04 
36902,,Intro cath dialysis circuit,Y,G2,44.8720,"$2,326.79 "
36903,,Intro cath dialysis circuit,Y,J8,131.8155,"$6,835.16 "
36904,,Thrmbc/nfs dialysis circuit,Y,J8,59.2128,"$3,070.42 "
36905,,Thrmbc/nfs dialysis circuit,Y,J8,113.9123,"$5,906.81 "
36906,,Thrmbc/nfs dialysis circuit,Y,J8,216.8546,"$11,244.78 "
36907,,Balo angiop ctr dialysis seg,N,N1,,
36908,,Stent plmt ctr dialysis seg,N,N1,,
36909,,Dialysis circuit embolj,N,N1,,
37184,,Prim art m-thrmbc 1st vsl,Y,J8,126.5632,"$6,562.81 "
37185,,Prim art m-thrmbc sbsq vsl,N,N1,,
37186,,Sec art thrombectomy add-on,N,N1,,
37187,,Venous mech thrombectomy,Y,J8,141.1899,"$7,321.26 "
37188,,Ven mechnl thrmbc repeat tx,Y,J8,47.9859,"$2,488.26 "
37193,,Rem endovas vena cava filter,Y,G2,27.8432,"$1,443.78 "
37197,,Remove intrvas foreign body,Y,G2,27.8432,"$1,443.78 "
37200,,Transcatheter biopsy,Y,G2,50.9282,"$2,640.83 "
37211,,Thrombolytic art therapy,Y,J8,65.4648,"$3,394.61 "
37212,,Thrombolytic venous therapy,Y,G2,27.8432,"$1,443.78 "
37220,,Iliac revasc,Y,J8,59.2789,"$3,073.85 "
37221,,Iliac revasc w/stent,Y,J8,127.2544,"$6,598.65 "
37222,,Iliac revasc add-on,N,N1,,
37223,,Iliac revasc w/stent add-on,N,N1,,
37224,,Fem/popl revas w/tla,Y,J8,62.2826,"$3,229.60 "
37225,,Fem/popl revas w/ather,Y,J8,136.0757,"$7,056.07 "
37226,,Fem/popl revasc w/stent,Y,J8,134.3846,"$6,968.38 "
37227,,Fem/popl revasc stnt & ather,Y,J8,227.3935,"$11,791.26 "
37228,,Tib/per revasc w/tla,Y,J8,117.3514,"$6,085.14 "
37229,,Tib/per revasc w/ather,Y,J8,214.4226,"$11,118.67 "
37230,,Tib/per revasc w/stent,Y,J8,218.9218,"$11,351.97 "
37231,,Tib/per revasc stent & ather,Y,J8,218.3409,"$11,321.85 "
37232,,Tib/per revasc add-on,N,N1,,
37233,,Tibper revasc w/ather add-on,N,N1,,
37234,,Revsc opn/prq tib/pero stent,N,N1,,
37235,,Tib/per revasc stnt & ather,N,N1,,
37236,,Open/perq place stent 1st,Y,J8,123.1404,"$6,385.32 "
37237,,Open/perq place stent ea add,N,N1,,
37238,,Open/perq place stent same,Y,J8,124.5551,"$6,458.68 "
37239,,Open/perq place stent ea add,N,N1,,
37241,,Vasc embolize/occlude venous,Y,J8,113.5710,"$5,889.11 "
37242,,Vasc embolize/occlude artery,Y,J8,129.5960,"$6,720.07 "
37243,,Vasc embolize/occlude organ,Y,G2,88.3018,"$4,578.80 "
37246,,Trluml balo angiop 1st art,Y,J8,58.5642,"$3,036.79 "
37247,,Trluml balo angiop addl art,N,N1,,
37248,,Trluml balo angiop 1st vein,Y,G2,44.8720,"$2,326.79 "
37249,,Trluml balo angiop addl vein,N,N1,,
37252,,Intrvasc us noncoronary 1st,N,N1,,
37253,,Intrvasc us noncoronary addl,N,N1,,
37500,,Endoscopy ligate perf veins,Y,A2,50.9282,"$2,640.83 "
37607,,Ligation of a-v fistula,Y,A2,27.8432,"$1,443.78 "
37609,,Temporal artery procedure,Y,A2,12.2852,$637.04 
37650,,Revision of major vein,Y,A2,27.8432,"$1,443.78 "
37700,,Revise leg vein,Y,A2,27.8432,"$1,443.78 "
37718,,Ligate/strip short leg vein,Y,A2,27.8432,"$1,443.78 "
37722,,Ligate/strip long leg vein,Y,A2,27.8432,"$1,443.78 "
37735,,Removal of leg veins/lesion,Y,A2,27.8432,"$1,443.78 "
37760,,Ligate leg veins radical,Y,A2,27.8432,"$1,443.78 "
37761,,Ligate leg veins open,Y,R2,27.8432,"$1,443.78 "
37765,,Stab phleb veins xtr 10-20,Y,P3,,$230.43 
37766,,Phleb veins - extrem 20+,Y,P3,,$256.19 
37780,,Revision of leg vein,Y,A2,27.8432,"$1,443.78 "
37785,,Ligate/divide/excise vein,Y,A2,27.8432,"$1,443.78 "
37790,,Penile venous occlusion,Y,A2,28.8577,"$1,496.39 "
38200,,Injection for spleen x-ray,N,N1,,
38204,,Bl donor search management,N,N1,,
38206,,Harvest auto stem cells,N,G2,13.6532,$707.97 
38220,,Dx bone marrow aspirations,Y,P3,,$113.18 
38221,,Dx bone marrow biopsies,Y,P3,,$116.57 
38222,,Dx bone marrow bx & aspir,Y,G2,20.6808,"$1,072.38 "
38230,,Bone marrow harvest allogen,N,G2,13.6532,$707.97 
38232,,Bone marrow harvest autolog,N,G2,41.7677,"$2,165.82 "
38241,,Transplt autol hct/donor,N,G2,13.6532,$707.97 
38242,,Transplt allo lymphocytes,N,R2,13.6532,$707.97 
38243,,Transplj hematopoietic boost,N,R2,13.6532,$707.97 
38300,,Drainage lymph node lesion,Y,A2,20.6808,"$1,072.38 "
38305,,Drainage lymph node lesion,Y,A2,20.6808,"$1,072.38 "
38308,,Incision of lymph channels,Y,A2,25.0452,"$1,298.69 "
38500,,Biopsy/removal lymph nodes,Y,A2,25.0452,"$1,298.69 "
38505,,Needle biopsy lymph nodes,Y,A2,12.2852,$637.04 
38510,,Biopsy/removal lymph nodes,Y,A2,25.0452,"$1,298.69 "
38520,,Biopsy/removal lymph nodes,Y,A2,25.0452,"$1,298.69 "
38525,,Biopsy/removal lymph nodes,Y,A2,25.0452,"$1,298.69 "
38530,,Biopsy/removal lymph nodes,Y,A2,25.0452,"$1,298.69 "
38531,,Open bx/exc inguinofem nodes,Y,G2,25.0452,"$1,298.69 "
38542,,Explore deep node(s) neck,Y,A2,48.1816,"$2,498.41 "
38550,,Removal neck/armpit lesion,Y,A2,25.0452,"$1,298.69 "
38555,,Removal neck/armpit lesion,Y,A2,46.4570,"$2,408.98 "
38570,,Laparoscopy lymph node biop,Y,A2,48.1816,"$2,498.41 "
38571,,Laparoscopy lymphadenectomy,Y,A2,82.5317,"$4,279.60 "
38572,,Laparoscopy lymphadenectomy,Y,A2,82.5317,"$4,279.60 "
38573,,Laps pelvic lymphadec,Y,G2,82.5317,"$4,279.60 "
38700,,Removal of lymph nodes neck,Y,G2,46.4570,"$2,408.98 "
38740,,Remove armpit lymph nodes,Y,A2,48.1816,"$2,498.41 "
38745,,Remove armpit lymph nodes,Y,A2,48.1816,"$2,498.41 "
38760,,Remove groin lymph nodes,Y,A2,46.4570,"$2,408.98 "
38790,,Inject for lymphatic x-ray,N,N1,,
38792,,Ra tracer id of sentinl node,N,N1,,
38794,,Access thoracic lymph duct,N,N1,,
38900,,Io map of sent lymph node,N,N1,,
40490,,Biopsy of lip,Y,P3,,$79.30 
40500,,Partial excision of lip,Y,A2,22.1520,"$1,148.67 "
40510,,Partial excision of lip,Y,A2,22.1520,"$1,148.67 "
40520,,Partial excision of lip,Y,A2,22.1520,"$1,148.67 "
40525,,Reconstruct lip with flap,Y,A2,22.1520,"$1,148.67 "
40527,,Reconstruct lip with flap,Y,A2,49.1622,"$2,549.26 "
40530,,Partial removal of lip,Y,A2,22.1520,"$1,148.67 "
40650,,Repair lip,Y,A2,4.5866,$237.83 
40652,,Repair lip,Y,A2,4.5866,$237.83 
40654,,Repair lip,Y,A2,11.3944,$590.85 
40700,,Repair cleft lip/nasal,Y,A2,49.1622,"$2,549.26 "
40701,,Repair cleft lip/nasal,Y,A2,49.1622,"$2,549.26 "
40702,,Repair cleft lip/nasal,Y,R2,49.1622,"$2,549.26 "
40720,,Repair cleft lip/nasal,Y,A2,22.1520,"$1,148.67 "
40761,,Repair cleft lip/nasal,Y,A2,49.1622,"$2,549.26 "
40800,,Drainage of mouth lesion,Y,P3,,$160.29 
40801,,Drainage of mouth lesion,Y,A2,4.5866,$237.83 
40804,,Removal foreign body mouth,N,N1,,
40805,,Removal foreign body mouth,Y,P3,,$185.36 
40806,,Incision of lip fold,Y,P3,,$89.46 
40808,,Biopsy of mouth lesion,Y,P3,,$133.18 
40810,,Excision of mouth lesion,Y,P3,,$169.77 
40812,,Excise/repair mouth lesion,Y,P3,,$197.90 
40814,,Excise/repair mouth lesion,Y,A2,22.1520,"$1,148.67 "
40816,,Excision of mouth lesion,Y,A2,22.1520,"$1,148.67 "
40818,,Excise oral mucosa for graft,Y,A2,4.5866,$237.83 
40819,,Excise lip or cheek fold,Y,A2,11.3944,$590.85 
40820,,Treatment of mouth lesion,Y,P3,,$213.83 
40830,,Repair mouth laceration,Y,P2,2.0866,$108.20 
40831,,Repair mouth laceration,Y,A2,4.5866,$237.83 
40840,,Reconstruction of mouth,Y,A2,49.1622,"$2,549.26 "
40842,,Reconstruction of mouth,Y,A2,49.1622,"$2,549.26 "
40843,,Reconstruction of mouth,Y,A2,49.1622,"$2,549.26 "
40844,,Reconstruction of mouth,Y,A2,49.1622,"$2,549.26 "
40845,,Reconstruction of mouth,Y,A2,49.1622,"$2,549.26 "
41000,,Drainage of mouth lesion,Y,P3,,$98.61 
41005,,Drainage of mouth lesion,Y,A2,2.0866,$108.20 
41006,,Drainage of mouth lesion,Y,A2,11.3944,$590.85 
41007,,Drainage of mouth lesion,Y,A2,11.3944,$590.85 
41008,,Drainage of mouth lesion,Y,A2,22.1520,"$1,148.67 "
41009,,Drainage of mouth lesion,Y,A2,4.5866,$237.83 
41010,,Incision of tongue fold,Y,A2,11.3944,$590.85 
41015,,Drainage of mouth lesion,Y,A2,4.5866,$237.83 
41016,,Drainage of mouth lesion,Y,A2,49.1622,"$2,549.26 "
41017,,Drainage of mouth lesion,Y,A2,22.1520,"$1,148.67 "
41018,,Drainage of mouth lesion,Y,A2,11.3944,$590.85 
41019,,Place needles h&n for rt,Y,G2,49.1622,"$2,549.26 "
41100,,Biopsy of tongue,Y,P3,,$137.24 
41105,,Biopsy of tongue,Y,P3,,$135.55 
41108,,Biopsy of floor of mouth,Y,P3,,$129.79 
41110,,Excision of tongue lesion,Y,P3,,$175.54 
41112,,Excision of tongue lesion,Y,A2,22.1520,"$1,148.67 "
41113,,Excision of tongue lesion,Y,A2,22.1520,"$1,148.67 "
41114,,Excision of tongue lesion,Y,A2,22.1520,"$1,148.67 "
41115,,Excision of tongue fold,Y,P3,,$199.26 
41116,,Excision of mouth lesion,Y,A2,22.1520,"$1,148.67 "
41120,,Partial removal of tongue,Y,A2,49.1622,"$2,549.26 "
41250,,Repair tongue laceration,N,N1,,
41251,,Repair tongue laceration,Y,A2,2.0866,$108.20 
41252,,Repair tongue laceration,Y,A2,2.0866,$108.20 
41510,,Tongue to lip surgery,Y,A2,22.1520,"$1,148.67 "
41512,,Tongue suspension,Y,J8,63.1947,"$3,276.90 "
41520,,Reconstruction tongue fold,Y,A2,22.1520,"$1,148.67 "
41530,,Tongue base vol reduction,Y,P3,,$807.19 
41800,,Drainage of gum lesion,N,N1,,
41805,,Removal foreign body gum,Y,P3,,$267.71 
41806,,Removal foreign body jawbone,Y,P3,,$315.49 
41820,,Excision gum each quadrant,Y,R2,22.1520,"$1,148.67 "
41821,,Excision of gum flap,Y,G2,11.3944,$590.85 
41822,,Excision of gum lesion,Y,P3,,$266.35 
41823,,Excision of gum lesion,Y,P3,,$389.70 
41825,,Excision of gum lesion,Y,P3,,$171.81 
41826,,Excision of gum lesion,Y,P3,,$218.57 
41827,,Excision of gum lesion,Y,A2,49.1622,"$2,549.26 "
41828,,Excision of gum lesion,Y,P3,,$234.50 
41830,,Removal of gum tissue,Y,P3,,$341.58 
41850,,Treatment of gum lesion,Y,R2,11.3944,$590.85 
41870,,Gum graft,Y,G2,11.3944,$590.85 
41872,,Repair gum,Y,P3,,$360.22 
41874,,Repair tooth socket,Y,P3,,$268.05 
42000,,Drainage mouth roof lesion,Y,A2,2.0866,$108.20 
42100,,Biopsy roof of mouth,Y,P3,,$97.60 
42104,,Excision lesion mouth roof,Y,P3,,$157.58 
42106,,Excision lesion mouth roof,Y,P3,,$178.25 
42107,,Excision lesion mouth roof,Y,A2,49.1622,"$2,549.26 "
42120,,Remove palate/lesion,Y,A2,49.1622,"$2,549.26 "
42140,,Excision of uvula,Y,A2,22.1520,"$1,148.67 "
42145,,Repair palate pharynx/uvula,Y,A2,49.1622,"$2,549.26 "
42160,,Treatment mouth roof lesion,Y,P3,,$166.39 
42180,,Repair palate,Y,A2,4.5866,$237.83 
42182,,Repair palate,Y,A2,49.1622,"$2,549.26 "
42200,,Reconstruct cleft palate,Y,A2,49.1622,"$2,549.26 "
42205,,Reconstruct cleft palate,Y,A2,22.1520,"$1,148.67 "
42210,,Reconstruct cleft palate,Y,A2,49.1622,"$2,549.26 "
42215,,Reconstruct cleft palate,Y,A2,49.1622,"$2,549.26 "
42220,,Reconstruct cleft palate,Y,A2,49.1622,"$2,549.26 "
42225,,Reconstruct cleft palate,Y,G2,49.1622,"$2,549.26 "
42226,,Lengthening of palate,Y,A2,49.1622,"$2,549.26 "
42227,,Lengthening of palate,Y,G2,49.1622,"$2,549.26 "
42235,,Repair palate,Y,A2,49.1622,"$2,549.26 "
42260,,Repair nose to lip fistula,Y,A2,49.1622,"$2,549.26 "
42280,,Preparation palate mold,Y,P3,,$121.66 
42281,,Insertion palate prosthesis,Y,G2,49.1622,"$2,549.26 "
42300,,Drainage of salivary gland,Y,A2,11.3944,$590.85 
42305,,Drainage of salivary gland,Y,A2,22.1520,"$1,148.67 "
42310,,Drainage of salivary gland,Y,A2,4.5866,$237.83 
42320,,Drainage of salivary gland,Y,A2,4.5866,$237.83 
42330,,Removal of salivary stone,Y,P3,,$152.49 
42335,,Removal of salivary stone,Y,P3,,$312.10 
42340,,Removal of salivary stone,Y,A2,22.1520,"$1,148.67 "
42400,,Biopsy of salivary gland,Y,P3,,$69.81 
42405,,Biopsy of salivary gland,Y,A2,11.3944,$590.85 
42408,,Excision of salivary cyst,Y,A2,22.1520,"$1,148.67 "
42409,,Drainage of salivary cyst,Y,A2,22.1520,"$1,148.67 "
42410,,Excise parotid gland/lesion,Y,A2,49.1622,"$2,549.26 "
42415,,Excise parotid gland/lesion,Y,A2,49.1622,"$2,549.26 "
42420,,Excise parotid gland/lesion,Y,A2,49.1622,"$2,549.26 "
42425,,Excise parotid gland/lesion,Y,A2,49.1622,"$2,549.26 "
42440,,Excise submaxillary gland,Y,A2,49.1622,"$2,549.26 "
42450,,Excise sublingual gland,Y,A2,49.1622,"$2,549.26 "
42500,,Repair salivary duct,Y,A2,49.1622,"$2,549.26 "
42505,,Repair salivary duct,Y,A2,49.1622,"$2,549.26 "
42507,,Parotid duct diversion,Y,A2,49.1622,"$2,549.26 "
42509,,Parotid duct diversion,Y,A2,49.1622,"$2,549.26 "
42510,,Parotid duct diversion,Y,A2,22.1520,"$1,148.67 "
42550,,Injection for salivary x-ray,N,N1,,
42600,,Closure of salivary fistula,Y,A2,22.1520,"$1,148.67 "
42650,,Dilation of salivary duct,Y,P3,,$46.43 
42660,,Dilation of salivary duct,Y,P3,,$70.49 
42665,,Ligation of salivary duct,Y,A2,22.1520,"$1,148.67 "
42700,,Drainage of tonsil abscess,Y,A2,2.0866,$108.20 
42720,,Drainage of throat abscess,Y,A2,22.1520,"$1,148.67 "
42725,,Drainage of throat abscess,Y,A2,49.1622,"$2,549.26 "
42800,,Biopsy of throat,Y,P3,,$106.41 
42804,,Biopsy of upper nose/throat,Y,A2,22.1520,"$1,148.67 "
42806,,Biopsy of upper nose/throat,Y,A2,22.1520,"$1,148.67 "
42808,,Excise pharynx lesion,Y,A2,22.1520,"$1,148.67 "
42809,,Remove pharynx foreign body,N,N1,,
42810,,Excision of neck cyst,Y,A2,22.1520,"$1,148.67 "
42815,,Excision of neck cyst,Y,A2,49.1622,"$2,549.26 "
42820,,Remove tonsils and adenoids,Y,A2,49.1622,"$2,549.26 "
42821,,Remove tonsils and adenoids,Y,A2,22.1520,"$1,148.67 "
42825,,Removal of tonsils,Y,A2,49.1622,"$2,549.26 "
42826,,Removal of tonsils,Y,A2,22.1520,"$1,148.67 "
42830,,Removal of adenoids,Y,A2,22.1520,"$1,148.67 "
42831,,Removal of adenoids,Y,A2,22.1520,"$1,148.67 "
42835,,Removal of adenoids,Y,A2,22.1520,"$1,148.67 "
42836,,Removal of adenoids,Y,A2,22.1520,"$1,148.67 "
42860,,Excision of tonsil tags,Y,A2,22.1520,"$1,148.67 "
42870,,Excision of lingual tonsil,Y,A2,49.1622,"$2,549.26 "
42890,,Partial removal of pharynx,Y,A2,49.1622,"$2,549.26 "
42892,,Revision of pharyngeal walls,Y,A2,49.1622,"$2,549.26 "
42900,,Repair throat wound,Y,J8,19.7350,"$1,023.34 "
42950,,Reconstruction of throat,Y,A2,49.1622,"$2,549.26 "
42955,,Surgical opening of throat,Y,A2,11.3944,$590.85 
42960,,Control throat bleeding,Y,A2,4.5866,$237.83 
42962,,Control throat bleeding,Y,A2,22.1520,"$1,148.67 "
42970,,Control nose/throat bleeding,Y,R2,2.0866,$108.20 
42972,,Control nose/throat bleeding,Y,A2,22.1520,"$1,148.67 "
42975,,Dise eval slp do brth flx dx,Y,R2,1.7947,$93.06 
43030,,Throat muscle surgery,Y,G2,49.1622,"$2,549.26 "
43130,,Removal of esophagus pouch,Y,G2,49.1622,"$2,549.26 "
43180,,Esophagoscopy rigid trnso,Y,G2,49.1622,"$2,549.26 "
43191,,Esophagoscopy rigid trnso dx,Y,G2,14.5106,$752.43 
43192,,Esophagoscp rig trnso inject,Y,G2,14.5106,$752.43 
43193,,Esophagoscp rig trnso biopsy,Y,G2,14.5106,$752.43 
43194,,Esophagoscp rig trnso rem fb,Y,G2,14.5106,$752.43 
43195,,Esophagoscopy rigid balloon,Y,G2,28.9508,"$1,501.21 "
43196,,Esophagoscp guide wire dilat,Y,G2,28.9508,"$1,501.21 "
43197,,Esophagoscopy flex dx brush,Y,P3,,$136.23 
43198,,Esophagosc flex trnsn biopsy,Y,P3,,$146.73 
43200,,Esophagoscopy flexible brush,Y,A2,8.2884,$429.79 
43201,,Esoph scope w/submucous inj,Y,A2,14.5106,$752.43 
43202,,Esophagoscopy flex biopsy,Y,A2,14.5106,$752.43 
43204,,Esoph scope w/sclerosis inj,Y,A2,14.5106,$752.43 
43205,,Esophagus endoscopy/ligation,Y,A2,14.5106,$752.43 
43206,,Esoph optical endomicroscopy,Y,G2,14.5106,$752.43 
43210,,Egd esophagogastrc fndoplsty,Y,J8,108.4674,"$5,624.47 "
43211,,Esophagoscop mucosal resect,Y,G2,14.5106,$752.43 
43212,,Esophagoscop stent placement,Y,J8,67.8692,"$3,519.29 "
