Addendum AA -- ASC Covered Surgical Procedures for CY 2022                                                                                                      (Including Surgical Procedures for Which Payment is Packaged),,,,,,
"CPT codes and descriptions only are copyright 2021 American Medical Association.  All Rights Reserved.  Applicable FARS/DFARS Apply.  Dental codes (D codes) are copyright 2021 American Dental Association.  All Rights Reserved. The existence or absence of a HCPCS code does not mean that an item or service is covered or non-covered. As a reminder, the fact that a drug, device, procedure, or service is assigned a HCPCS code and a payment rate under the OPPS does not imply coverage by the Medicare program, but indicates only how the product, procedure, or service may be paid if covered by the program. Medicare Administrative Contractors (MACs) determine whether a drug, device, procedure, or other service meets all program requirements for coverage. For example, MACs determine that it is reasonable and necessary to treat the beneficiary’s condition and whether it is excluded from payment.",,,,,,
,,,,,,
HCPCS Code,,Short Descriptor,Subject to Multiple Procedure Discounting, Jan 2022 Payment Indicator, Jan 2022 Payment Weight  , Jan 2022 Payment Rate 
30435,,Revision of nose,Y,A2,48.9379,"$2,442.78 "
30450,,Revision of nose,Y,A2,48.9379,"$2,442.78 "
30460,,Revision of nose,Y,A2,48.9379,"$2,442.78 "
30462,,Revision of nose,Y,A2,48.9379,"$2,442.78 "
30465,,Repair nasal stenosis,Y,A2,48.9379,"$2,442.78 "
30468,,Rpr nsl vlv collapse w/implt,Y,J8,71.1968,"$3,553.86 "
30520,,Repair of nasal septum,Y,A2,22.2030,"$1,108.28 "
30540,,Repair nasal defect,Y,A2,48.9379,"$2,442.78 "
30545,,Repair nasal defect,Y,A2,48.9379,"$2,442.78 "
30560,,Release of nasal adhesions,Y,A2,4.6883,$234.02 
30580,,Repair upper jaw fistula,Y,A2,48.9379,"$2,442.78 "
30600,,Repair mouth/nose fistula,Y,A2,48.9379,"$2,442.78 "
30620,,Intranasal reconstruction,Y,A2,48.9379,"$2,442.78 "
30630,,Repair nasal septum defect,Y,A2,22.2030,"$1,108.28 "
30801,,Ablate inf turbinate superf,Y,A2,10.5336,$525.80 
30802,,Ablate inf turbinate submuc,Y,A2,10.5336,$525.80 
30901,,Control of nosebleed,N,N1,,
30903,,Control of nosebleed,Y,A2,1.1689,$58.35 
30905,,Control of nosebleed,Y,A2,1.1689,$58.35 
30906,,Repeat control of nosebleed,Y,A2,2.1931,$109.47 
30915,,Ligation nasal sinus artery,Y,A2,28.0026,"$1,397.78 "
30920,,Ligation upper jaw artery,Y,A2,28.0026,"$1,397.78 "
30930,,Ther fx nasal inf turbinate,Y,A2,22.2030,"$1,108.28 "
31000,,Irrigation maxillary sinus,Y,P2,2.1931,$109.47 
31002,,Irrigation sphenoid sinus,Y,J8,14.8445,$740.98 
31020,,Exploration maxillary sinus,Y,A2,22.2030,"$1,108.28 "
31030,,Exploration maxillary sinus,Y,A2,48.9379,"$2,442.78 "
31032,,Explore sinus remove polyps,Y,A2,48.9379,"$2,442.78 "
31040,,Exploration behind upper jaw,Y,R2,48.9379,"$2,442.78 "
31050,,Exploration sphenoid sinus,Y,A2,48.9379,"$2,442.78 "
31051,,Sphenoid sinus surgery,Y,A2,48.9379,"$2,442.78 "
31070,,Exploration of frontal sinus,Y,A2,48.9379,"$2,442.78 "
31075,,Exploration of frontal sinus,Y,A2,48.9379,"$2,442.78 "
31080,,Removal of frontal sinus,Y,A2,48.9379,"$2,442.78 "
31081,,Removal of frontal sinus,Y,A2,48.9379,"$2,442.78 "
31084,,Removal of frontal sinus,Y,A2,48.9379,"$2,442.78 "
31085,,Removal of frontal sinus,Y,J8,69.2954,"$3,458.95 "
31086,,Removal of frontal sinus,Y,A2,48.9379,"$2,442.78 "
31087,,Removal of frontal sinus,Y,A2,48.9379,"$2,442.78 "
31090,,Exploration of sinuses,Y,A2,48.9379,"$2,442.78 "
31200,,Removal of ethmoid sinus,Y,A2,48.9379,"$2,442.78 "
31201,,Removal of ethmoid sinus,Y,A2,10.5336,$525.80 
31205,,Removal of ethmoid sinus,Y,A2,22.2030,"$1,108.28 "
31231,,Nasal endoscopy dx,Y,P2,1.7064,$85.18 
31233,,Nsl/sins ndsc dx max sinusc,Y,A2,3.8964,$194.49 
31235,,Nsl/sins ndsc dx sphn sinusc,Y,A2,13.1650,$657.14 
31237,,Nasal/sinus endoscopy surg,Y,A2,13.1650,$657.14 
31238,,Nasal/sinus endoscopy surg,Y,A2,13.1650,$657.14 
31239,,Nasal/sinus endoscopy surg,Y,A2,26.6006,"$1,327.80 "
31240,,Nasal/sinus endoscopy surg,Y,A2,13.1650,$657.14 
31253,,Nsl/sins ndsc total,Y,G2,40.8216,"$2,037.65 "
31254,,Nsl/sins ndsc w/prtl ethmdct,Y,A2,40.8216,"$2,037.65 "
31255,,Nsl/sins ndsc w/tot ethmdct,Y,A2,40.8216,"$2,037.65 "
31256,,Exploration maxillary sinus,Y,A2,26.6006,"$1,327.80 "
31257,,Nsl/sins ndsc tot w/sphendt,Y,G2,40.8216,"$2,037.65 "
31259,,Nsl/sins ndsc sphn tiss rmvl,Y,G2,40.8216,"$2,037.65 "
31267,,Endoscopy maxillary sinus,Y,A2,40.8216,"$2,037.65 "
31276,,Nsl/sins ndsc frnt tiss rmvl,Y,A2,40.8216,"$2,037.65 "
31287,,Nasal/sinus endoscopy surg,Y,A2,40.8216,"$2,037.65 "
31288,,Nasal/sinus endoscopy surg,Y,A2,40.8216,"$2,037.65 "
31295,,Nsl/sins ndsc surg max sins,Y,P3,,"$1,687.40 "
31296,,Nsl/sins ndsc surg frnt sins,Y,P3,,"$1,697.78 "
31297,,Nsl/sins ndsc surg sphn sins,Y,P3,,"$1,683.25 "
31298,,Nsl/sins ndsc surg frnt&sphn,Y,P2,40.8216,"$2,037.65 "
31300,,Removal of larynx lesion,Y,A2,22.2030,"$1,108.28 "
31400,,Revision of larynx,Y,A2,48.9379,"$2,442.78 "
31420,,Removal of epiglottis,Y,A2,48.9379,"$2,442.78 "
31500,,Insert emergency airway,Y,G2,2.1931,$109.47 
31502,,Change of windpipe airway,Y,G2,2.1931,$109.47 
31505,,Diagnostic laryngoscopy,Y,P3,,$70.25 
31510,,Laryngoscopy with biopsy,Y,A2,26.6006,"$1,327.80 "
31511,,Remove foreign body larynx,Y,A2,1.7064,$85.18 
31512,,Removal of larynx lesion,Y,A2,26.6006,"$1,327.80 "
31513,,Injection into vocal cord,Y,A2,3.8964,$194.49 
31515,,Laryngoscopy for aspiration,Y,A2,3.8964,$194.49 
31520,,Dx laryngoscopy newborn,Y,G2,3.8964,$194.49 
31525,,Dx laryngoscopy excl nb,Y,A2,13.1650,$657.14 
31526,,Dx laryngoscopy w/oper scope,Y,A2,13.1650,$657.14 
31527,,Laryngoscopy for treatment,Y,A2,26.6006,"$1,327.80 "
31528,,Laryngoscopy and dilation,Y,A2,26.6006,"$1,327.80 "
31529,,Laryngoscopy and dilation,Y,A2,26.6006,"$1,327.80 "
31530,,Laryngoscopy w/fb removal,Y,A2,13.1650,$657.14 
31531,,Laryngoscopy w/fb & op scope,Y,A2,26.6006,"$1,327.80 "
31535,,Laryngoscopy w/biopsy,Y,A2,26.6006,"$1,327.80 "
31536,,Laryngoscopy w/bx & op scope,Y,A2,26.6006,"$1,327.80 "
31540,,Laryngoscopy w/exc of tumor,Y,A2,26.6006,"$1,327.80 "
31541,,Larynscop w/tumr exc + scope,Y,A2,26.6006,"$1,327.80 "
31545,,Remove vc lesion w/scope,Y,A2,26.6006,"$1,327.80 "
31546,,Remove vc lesion scope/graft,Y,A2,40.8216,"$2,037.65 "
31551,,Laryngoplasty laryngeal sten,Y,G2,48.9379,"$2,442.78 "
31552,,Laryngoplasty laryngeal sten,Y,G2,48.9379,"$2,442.78 "
31553,,Laryngoplasty laryngeal sten,Y,G2,48.9379,"$2,442.78 "
31554,,Laryngoplasty laryngeal sten,Y,G2,48.9379,"$2,442.78 "
31560,,Laryngoscop w/arytenoidectom,Y,A2,40.8216,"$2,037.65 "
31561,,Larynscop remve cart + scop,Y,A2,40.8216,"$2,037.65 "
31570,,Laryngoscope w/vc inj,Y,A2,26.6006,"$1,327.80 "
31571,,Laryngoscop w/vc inj + scope,Y,A2,26.6006,"$1,327.80 "
31572,,Largsc w/laser dstrj les,Y,G2,26.6006,"$1,327.80 "
31573,,Largsc w/ther injection,Y,P3,,$201.06 
31574,,Largsc w/njx augmentation,Y,G2,13.1650,$657.14 
31575,,Diagnostic laryngoscopy,Y,P2,1.7064,$85.18 
31576,,Laryngoscopy with biopsy,Y,A2,13.1650,$657.14 
31577,,Largsc w/rmvl foreign bdy(s),Y,A2,3.8964,$194.49 
31578,,Largsc w/removal lesion,Y,A2,26.6006,"$1,327.80 "
31579,,Laryngoscopy telescopic,Y,P3,,$130.81 
31580,,Laryngoplasty laryngeal web,Y,A2,48.9379,"$2,442.78 "
31590,,Reinnervate larynx,Y,A2,48.9379,"$2,442.78 "
31591,,Laryngoplasty medialization,Y,G2,48.9379,"$2,442.78 "
31592,,Cricotracheal resection,Y,G2,48.9379,"$2,442.78 "
31603,,Incision of windpipe,Y,A2,10.5336,$525.80 
31605,,Incision of windpipe,Y,G2,2.1931,$109.47 
31611,,Surgery/speech prosthesis,Y,A2,22.2030,"$1,108.28 "
31612,,Puncture/clear windpipe,Y,A2,22.2030,"$1,108.28 "
31613,,Repair windpipe opening,Y,A2,22.2030,"$1,108.28 "
31614,,Repair windpipe opening,Y,A2,48.9379,"$2,442.78 "
31615,,Visualization of windpipe,Y,A2,4.6883,$234.02 
31622,,Dx bronchoscope/wash,Y,A2,13.1650,$657.14 
31623,,Dx bronchoscope/brush,Y,A2,13.1650,$657.14 
31624,,Dx bronchoscope/lavage,Y,A2,13.1650,$657.14 
31625,,Bronchoscopy w/biopsy(s),Y,A2,13.1650,$657.14 
31626,,Bronchoscopy w/markers,Y,G2,40.8216,"$2,037.65 "
31627,,Navigational bronchoscopy,N,N1,,
31628,,Bronchoscopy/lung bx each,Y,A2,26.6006,"$1,327.80 "
31629,,Bronchoscopy/needle bx each,Y,A2,26.6006,"$1,327.80 "
31630,,Bronchoscopy dilate/fx repr,Y,A2,26.6006,"$1,327.80 "
31631,,Bronchoscopy dilate w/stent,Y,A2,40.8216,"$2,037.65 "
31632,,Bronchoscopy/lung bx addl,N,N1,,
31633,,Bronchoscopy/needle bx addl,N,N1,,
31634,,Bronch w/balloon occlusion,Y,G2,40.8216,"$2,037.65 "
31635,,Bronchoscopy w/fb removal,Y,A2,13.1650,$657.14 
31636,,Bronchoscopy bronch stents,Y,J8,61.6468,"$3,077.16 "
31637,,Bronchoscopy stent add-on,N,N1,,
31638,,Bronchoscopy revise stent,Y,A2,40.8216,"$2,037.65 "
31640,,Bronchoscopy w/tumor excise,Y,A2,26.6006,"$1,327.80 "
31641,,Bronchoscopy treat blockage,Y,A2,26.6006,"$1,327.80 "
31643,,Diag bronchoscope/catheter,Y,A2,13.1650,$657.14 
31645,,Brnchsc w/ther aspir 1st,Y,A2,13.1650,$657.14 
31646,,Brnchsc w/ther aspir sbsq,Y,A2,3.8964,$194.49 
31647,,Bronchial valve init insert,Y,J8,57.4928,"$2,869.81 "
31648,,Bronchial valve remov init,Y,G2,26.6006,"$1,327.80 "
31649,,Bronchial valve remov addl,N,G2,13.1650,$657.14 
31651,,Bronchial valve addl insert,N,N1,,
31652,,Bronch ebus samplng 1/2 node,Y,G2,26.6006,"$1,327.80 "
31653,,Bronch ebus samplng 3/> node,Y,G2,26.6006,"$1,327.80 "
31654,,Bronch ebus ivntj perph les,N,N1,,
31717,,Bronchial brush biopsy,Y,A2,3.8964,$194.49 
31720,,Clearance of airways,N,N1,,
31730,,Intro windpipe wire/tube,Y,A2,13.1650,$657.14 
31750,,Repair of windpipe,Y,A2,48.9379,"$2,442.78 "
31755,,Repair of windpipe,Y,A2,48.9379,"$2,442.78 "
31820,,Closure of windpipe lesion,Y,A2,22.2030,"$1,108.28 "
31825,,Repair of windpipe defect,Y,A2,22.2030,"$1,108.28 "
31830,,Revise windpipe scar,Y,A2,22.2030,"$1,108.28 "
32400,,Needle biopsy chest lining,Y,A2,12.1817,$608.06 
32408,,Core ndl bx lng/med perq,Y,G2,12.1817,$608.06 
32550,,Insert pleural cath,Y,J8,38.8529,"$1,939.38 "
32552,,Remove lung catheter,N,G2,5.6032,$279.69 
32553,,Ins mark thor for rt perq,N,G2,13.0902,$653.41 
32554,,Aspirate pleura w/o imaging,Y,G2,5.6032,$279.69 
32555,,Aspirate pleura w/ imaging,Y,G2,5.6032,$279.69 
32556,,Insert cath pleura w/o image,Y,G2,14.1479,$706.21 
32557,,Insert cath pleura w/ image,Y,G2,11.1755,$557.84 
32960,,Therapeutic pneumothorax,Y,G2,5.6032,$279.69 
32994,,Ablate pulm tumor perq crybl,Y,J8,69.0498,"$3,446.69 "
32998,,Ablate pulm tumor perq rf,Y,G2,47.3007,"$2,361.06 "
33016,,Pericardiocentesis w/imaging,Y,G2,11.1755,$557.84 
33206,,Insert heart pm atrial,Y,J8,156.1539,"$7,794.58 "
33207,,Insert heart pm ventricular,Y,J8,158.3502,"$7,904.21 "
33208,,Insrt heart pm atrial & vent,Y,J8,161.5440,"$8,063.63 "
33210,,Insert electrd/pm cath sngl,Y,G2,83.1544,"$4,150.74 "
33211,,Insert card electrodes dual,Y,J8,128.0531,"$6,391.90 "
33212,,Insert pulse gen sngl lead,Y,J8,137.7294,"$6,874.90 "
33213,,Insert pulse gen dual leads,Y,J8,161.2082,"$8,046.87 "
33214,,Upgrade of pacemaker system,Y,J8,158.9352,"$7,933.41 "
33215,,Reposition pacing-defib lead,Y,G2,28.0026,"$1,397.78 "
33216,,Insert 1 electrode pm-defib,Y,J8,113.6483,"$5,672.87 "
33217,,Insert 2 electrode pm-defib,Y,J8,146.3853,"$7,306.97 "
33218,,Repair lead pace-defib one,Y,G2,35.6959,"$1,781.80 "
33220,,Repair lead pace-defib dual,Y,J8,47.6947,"$2,380.73 "
33221,,Insert pulse gen mult leads,Y,J8,247.1272,"$12,335.60 "
33222,,Relocation pocket pacemaker,Y,A2,17.7550,$886.26 
33223,,Relocate pocket for defib,Y,A2,17.7550,$886.26 
33224,,Insert pacing lead & connect,Y,J8,156.5758,"$7,815.64 "
33225,,L ventric pacing lead add-on,N,N1,,
33226,,Reposition l ventric lead,Y,G2,28.0026,"$1,397.78 "
33227,,Remove&replace pm gen singl,Y,J8,131.6971,"$6,573.79 "
33228,,Remv&replc pm gen dual lead,Y,J8,157.5062,"$7,862.08 "
33229,,Remv&replc pm gen mult leads,Y,J8,246.1165,"$12,285.15 "
33230,,Insrt pulse gen w/dual leads,Y,J8,425.5425,"$21,241.38 "
33231,,Insrt pulse gen w/mult leads,Y,J8,547.5423,"$27,331.12 "
33233,,Removal of pm generator,N,J8,117.7779,"$5,879.00 "
33234,,Removal of pacemaker system,N,J8,47.7502,"$2,383.50 "
33235,,Removal pacemaker electrode,N,J8,46.8431,"$2,338.22 "
33240,,Insrt pulse gen w/singl lead,Y,J8,417.0555,"$20,817.74 "
33241,,Remove pulse generator,N,G2,35.6959,"$1,781.80 "
33249,,Insj/rplcmt defib w/lead(s),Y,J8,547.2380,"$27,315.93 "
33262,,Rmvl& replc pulse gen 1 lead,Y,J8,405.1320,"$20,222.57 "
33263,,Rmvl & rplcmt dfb gen 2 lead,Y,J8,409.0989,"$20,420.58 "
33264,,Rmvl & rplcmt dfb gen mlt ld,Y,J8,545.0769,"$27,208.06 "
33270,,Ins/rep subq defibrillator,Y,J8,549.5208,"$27,429.88 "
33271,,Insj subq impltbl dfb elctrd,Y,J8,152.1342,"$7,593.93 "
33273,,Repos prev impltbl subq dfb,Y,G2,35.6959,"$1,781.80 "
33274,,Tcat insj/rpl perm ldls pm,Y,J8,240.8442,"$12,021.98 "
33275,,Tcat rmvl perm ldls pm w/img,Y,J8,49.4923,"$2,470.46 "
33285,,Insj subq car rhythm mntr,Y,J8,144.2475,"$7,200.26 "
33286,,Rmvl subq car rhythm mntr,N,G2,6.4508,$322.00 
33419,,Repair tcat mitral valve,N,N1,,
33508,,Endoscopic vein harvest,N,N1,,
33866,,Aortic hemiarch graft,N,N1,,
34490,,Removal of vein clot,Y,G2,28.0026,"$1,397.78 "
34713,,Perq access & clsr fem art,N,N1,,
34714,,Opn fem art expos cndt crtj,N,N1,,
34715,,Opn ax/subcla art expos,N,N1,,
34716,,Opn ax/subcla art expos cndt,N,N1,,
35188,,Repair blood vessel lesion,Y,A2,48.5604,"$2,423.94 "
35207,,Repair blood vessel lesion,Y,A2,28.0026,"$1,397.78 "
35572,,Harvest femoropopliteal vein,N,N1,,
35875,,Removal of clot in graft,Y,A2,48.5604,"$2,423.94 "
35876,,Removal of clot in graft,Y,A2,48.5604,"$2,423.94 "
36000,,Place needle in vein,N,N1,,
36002,,Pseudoaneurysm injection trt,Y,G2,5.6032,$279.69 
36005,,Injection ext venography,N,N1,,
36010,,Place catheter in vein,N,N1,,
36011,,Place catheter in vein,N,N1,,
36012,,Place catheter in vein,N,N1,,
36013,,Place catheter in artery,N,N1,,
36014,,Place catheter in artery,N,N1,,
36015,,Place catheter in artery,N,N1,,
36100,,Establish access to artery,N,N1,,
36140,,Intro ndl icath upr/lxtr art,N,N1,,
36160,,Establish access to aorta,N,N1,,
36200,,Place catheter in aorta,N,N1,,
36215,,Place catheter in artery,N,N1,,
36216,,Place catheter in artery,N,N1,,
36217,,Place catheter in artery,N,N1,,
36218,,Place catheter in artery,N,N1,,
36221,,Place cath thoracic aorta,N,N1,,
36222,,Place cath carotid/inom art,N,N1,,
36223,,Place cath carotid/inom art,N,N1,,
36224,,Place cath carotd art,N,N1,,
36225,,Place cath subclavian art,N,N1,,
36226,,Place cath vertebral art,N,N1,,
36227,,Place cath xtrnl carotid,N,N1,,
36228,,Place cath intracranial art,N,N1,,
36245,,Ins cath abd/l-ext art 1st,N,N1,,
36246,,Ins cath abd/l-ext art 2nd,N,N1,,
36247,,Ins cath abd/l-ext art 3rd,N,N1,,
36248,,Ins cath abd/l-ext art addl,N,N1,,
36251,,Ins cath ren art 1st unilat,N,N1,,
36252,,Ins cath ren art 1st bilat,N,N1,,
36253,,Ins cath ren art 2nd+ unilat,N,N1,,
36254,,Ins cath ren art 2nd+ bilat,N,N1,,
36260,,Insertion of infusion pump,Y,A2,48.5604,"$2,423.94 "
36261,,Revision of infusion pump,Y,J8,53.7184,"$2,681.41 "
36262,,Removal of infusion pump,N,G2,35.6959,"$1,781.80 "
36400,,Bl draw < 3 yrs fem/jugular,N,N1,,
36405,,Bl draw <3 yrs scalp vein,N,N1,,
36406,,Bl draw <3 yrs other vein,N,N1,,
36410,,Non-routine bl draw 3/> yrs,N,N1,,
36416,,Capillary blood draw,N,N1,,
36420,,Vein access cutdown < 1 yr,N,N1,,
36425,,Vein access cutdown > 1 yr,N,N1,,
36430,,Blood transfusion service,N,P3,,$38.41 
36440,,Bl push transfuse 2 yr/<,N,R2,4.1145,$205.38 
36450,,Bl exchange/transfuse nb,N,R2,4.1145,$205.38 
36455,,Bl exchange/transfuse non-nb,N,G2,4.1145,$205.38 
36465,,Njx noncmpnd sclrsnt 1 vein,Y,P2,17.7550,$886.26 
36466,,Njx noncmpnd sclrsnt mlt vn,Y,P2,17.7550,$886.26 
36468,,Njx sclrsnt spider veins,N,N1,,
36470,,Njx sclrsnt 1 incmptnt vein,Y,P3,,$88.25 
36471,,Njx sclrsnt mlt incmptnt vn,Y,P3,,$145.35 
36473,,Endovenous mchnchem 1st vein,Y,P3,,"$1,169.00 "
36474,,Endovenous mchnchem add-on,N,N1,,
36475,,Endovenous rf 1st vein,Y,A2,28.0026,"$1,397.78 "
36476,,Endovenous rf vein add-on,N,N1,,
36478,,Endovenous laser 1st vein,Y,A2,28.0026,"$1,397.78 "
36479,,Endovenous laser vein addon,N,N1,,
36481,,Insertion of catheter vein,N,N1,,
36482,,Endoven ther chem adhes 1st,Y,P3,,"$1,647.95 "
36483,,Endoven ther chem adhes sbsq,N,N1,,
36500,,Insertion of catheter vein,N,N1,,
36510,,Insertion of catheter vein,N,N1,,
36511,,Apheresis wbc,N,G2,14.1392,$705.77 
36512,,Apheresis rbc,N,G2,14.1392,$705.77 
36513,,Apheresis platelets,N,R2,4.1145,$205.38 
36514,,Apheresis plasma,N,G2,14.1392,$705.77 
36516,,Apheresis immunoads slctv,N,P3,,"$1,827.55 "
36522,,Photopheresis,N,G2,41.9243,"$2,092.69 "
36555,,Insert non-tunnel cv cath,Y,A2,28.0026,"$1,397.78 "
36556,,Insert non-tunnel cv cath,Y,A2,28.0026,"$1,397.78 "
36557,,Insert tunneled cv cath,Y,J8,63.3372,"$3,161.54 "
36558,,Insert tunneled cv cath,Y,A2,28.0026,"$1,397.78 "
36560,,Insert tunneled cv cath,Y,G2,28.0026,"$1,397.78 "
36561,,Insert tunneled cv cath,Y,A2,28.0026,"$1,397.78 "
36563,,Insert tunneled cv cath,Y,J8,86.3228,"$4,308.89 "
36565,,Insert tunneled cv cath,Y,A2,28.0026,"$1,397.78 "
36566,,Insert tunneled cv cath,Y,A2,48.5604,"$2,423.94 "
36568,,Insj picc <5 yr w/o imaging,Y,A2,11.1755,$557.84 
36569,,Insj picc 5 yr+ w/o imaging,Y,A2,11.1755,$557.84 
36570,,Insert picvad cath,Y,A2,28.0026,"$1,397.78 "
36571,,Insert picvad cath,Y,A2,28.0026,"$1,397.78 "
36572,,Insj picc rs&i <5 yr,Y,G2,5.6032,$279.69 
36573,,Insj picc rs&i 5 yr+,Y,G2,11.1755,$557.84 
36575,,Repair tunneled cv cath,Y,A2,5.6032,$279.69 
36576,,Repair tunneled cv cath,Y,A2,11.1755,$557.84 
36578,,Replace tunneled cv cath,Y,J8,37.5900,"$1,876.34 "
36580,,Replace cvad cath,Y,J8,15.1661,$757.03 
36581,,Replace tunneled cv cath,Y,J8,37.0064,"$1,847.21 "
36582,,Replace tunneled cv cath,Y,A2,28.0026,"$1,397.78 "
36583,,Replace tunneled cv cath,Y,J8,83.6181,"$4,173.88 "
36584,,Compl rplcmt picc rs&i,Y,A2,11.1755,$557.84 
36585,,Replace picvad cath,Y,A2,28.0026,"$1,397.78 "
36589,,Removal tunneled cv cath,N,A2,5.6032,$279.69 
36590,,Removal tunneled cv cath,N,A2,11.1755,$557.84 
36591,,Draw blood off venous device,N,N1,,
36592,,Collect blood from picc,N,N1,,
36593,,Declot vascular device,Y,P3,,$32.88 
36595,,Mech remov tunneled cv cath,Y,J8,36.3711,"$1,815.50 "
36596,,Mech remov tunneled cv cath,Y,G2,11.1755,$557.84 
36597,,Reposition venous catheter,Y,G2,11.1755,$557.84 
36598,,Inj w/fluor eval cv device,Y,P3,,$99.32 
36600,,Withdrawal of arterial blood,N,N1,,
36620,,Insertion catheter artery,N,N1,,
36625,,Insertion catheter artery,N,N1,,
36640,,Insertion catheter artery,Y,A2,28.0026,"$1,397.78 "
36680,,Insert needle bone cavity,N,N1,,
36800,,Insertion of cannula,Y,G2,48.5604,"$2,423.94 "
36810,,Insertion of cannula,Y,A2,28.0026,"$1,397.78 "
36815,,Insertion of cannula,Y,A2,48.5604,"$2,423.94 "
36818,,Av fuse uppr arm cephalic,Y,A2,48.5604,"$2,423.94 "
36819,,Av fuse uppr arm basilic,Y,A2,48.5604,"$2,423.94 "
36820,,Av fusion/forearm vein,Y,A2,48.5604,"$2,423.94 "
36821,,Av fusion direct any site,Y,A2,28.0026,"$1,397.78 "
36825,,Artery-vein autograft,Y,A2,48.5604,"$2,423.94 "
36830,,Artery-vein nonautograft,Y,A2,48.5604,"$2,423.94 "
36831,,Open thrombect av fistula,Y,A2,48.5604,"$2,423.94 "
36832,,Av fistula revision open,Y,A2,48.5604,"$2,423.94 "
36833,,Av fistula revision,Y,A2,48.5604,"$2,423.94 "
36835,,Artery to vein shunt,Y,J8,41.6746,"$2,080.23 "
36860,,External cannula declotting,Y,A2,11.1755,$557.84 
36861,,Cannula declotting,Y,J8,68.2408,"$3,406.31 "
36901,,Intro cath dialysis circuit,Y,P2,11.1755,$557.84 
36902,,Intro cath dialysis circuit,Y,G2,44.1965,"$2,206.11 "
36903,,Intro cath dialysis circuit,Y,J8,131.9739,"$6,587.61 "
36904,,Thrmbc/nfs dialysis circuit,Y,J8,59.1688,"$2,953.47 "
36905,,Thrmbc/nfs dialysis circuit,Y,J8,113.5664,"$5,668.78 "
36906,,Thrmbc/nfs dialysis circuit,Y,J8,218.3594,"$10,899.63 "
36907,,Balo angiop ctr dialysis seg,N,N1,,
36908,,Stent plmt ctr dialysis seg,N,N1,,
36909,,Dialysis circuit embolj,N,N1,,
37184,,Prim art m-thrmbc 1st vsl,Y,J8,135.9672,"$6,786.94 "
37185,,Prim art m-thrmbc sbsq vsl,N,N1,,
37186,,Sec art thrombectomy add-on,N,N1,,
37187,,Venous mech thrombectomy,Y,J8,133.9408,"$6,685.79 "
37188,,Ven mechnl thrmbc repeat tx,Y,J8,38.6834,"$1,930.92 "
37197,,Remove intrvas foreign body,Y,G2,28.0026,"$1,397.78 "
37200,,Transcatheter biopsy,Y,G2,48.5604,"$2,423.94 "
37211,,Thrombolytic art therapy,Y,J8,63.4129,"$3,165.32 "
37212,,Thrombolytic venous therapy,Y,J8,38.0371,"$1,898.66 "
37220,,Iliac revasc,Y,J8,58.5277,"$2,921.47 "
37221,,Iliac revasc w/stent,Y,J8,127.6489,"$6,371.72 "
37222,,Iliac revasc add-on,N,N1,,
37223,,Iliac revasc w/stent add-on,N,N1,,
37224,,Fem/popl revas w/tla,Y,J8,62.9303,"$3,141.23 "
37225,,Fem/popl revas w/ather,Y,J8,138.2489,"$6,900.83 "
37226,,Fem/popl revasc w/stent,Y,J8,133.6768,"$6,672.61 "
37227,,Fem/popl revasc stnt & ather,Y,J8,231.0608,"$11,533.63 "
37228,,Tib/per revasc w/tla,Y,J8,118.9729,"$5,938.65 "
37229,,Tib/per revasc w/ather,Y,J8,215.8218,"$10,772.96 "
37230,,Tib/per revasc w/stent,Y,J8,212.7909,"$10,621.67 "
37231,,Tib/per revasc stent & ather,Y,J8,216.5831,"$10,810.96 "
37232,,Tib/per revasc add-on,N,N1,,
37233,,Tibper revasc w/ather add-on,N,N1,,
37234,,Revsc opn/prq tib/pero stent,N,N1,,
37235,,Tib/per revasc stnt & ather,N,N1,,
37236,,Open/perq place stent 1st,Y,J8,125.3245,"$6,255.70 "
37237,,Open/perq place stent ea add,N,N1,,
37238,,Open/perq place stent same,Y,J8,128.0830,"$6,393.39 "
37239,,Open/perq place stent ea add,N,N1,,
37241,,Vasc embolize/occlude venous,Y,J8,113.8302,"$5,681.95 "
37242,,Vasc embolize/occlude artery,Y,J8,130.1094,"$6,494.54 "
37243,,Vasc embolize/occlude organ,Y,G2,87.4365,"$4,364.48 "
37246,,Trluml balo angiop 1st art,Y,J8,57.6024,"$2,875.28 "
37247,,Trluml balo angiop addl art,N,N1,,
37248,,Trluml balo angiop 1st vein,Y,G2,44.1965,"$2,206.11 "
37249,,Trluml balo angiop addl vein,N,N1,,
37252,,Intrvasc us noncoronary 1st,N,N1,,
37253,,Intrvasc us noncoronary addl,N,N1,,
37500,,Endoscopy ligate perf veins,Y,A2,48.5604,"$2,423.94 "
37607,,Ligation of a-v fistula,Y,A2,28.0026,"$1,397.78 "
37609,,Temporal artery procedure,Y,A2,12.1817,$608.06 
37650,,Revision of major vein,Y,A2,28.0026,"$1,397.78 "
37700,,Revise leg vein,Y,A2,28.0026,"$1,397.78 "
37718,,Ligate/strip short leg vein,Y,A2,28.0026,"$1,397.78 "
37722,,Ligate/strip long leg vein,Y,A2,28.0026,"$1,397.78 "
37735,,Removal of leg veins/lesion,Y,A2,28.0026,"$1,397.78 "
37760,,Ligate leg veins radical,Y,A2,28.0026,"$1,397.78 "
37761,,Ligate leg veins open,Y,R2,28.0026,"$1,397.78 "
37765,,Stab phleb veins xtr 10-20,Y,P3,,$243.63 
