"Addendum FF -- ASC Device Offset Percentages for CY 2026 
(For Covered Surgical Procedures and Surgical Procedures for Which Payment is Packaged)",,,,,,,,
CPT codes and descriptions only are copyright 2024 American Medical Association.ÿ All Rights Reserved.ÿ Applicable FARS/DFARS Apply.  Dental codes (D codes) are copyright 2024 American Dental Association.ÿ All Rights Reserved. ,,,,,,,,
33288,,Rmv&rplcmt phrnc nrv stim ld,J8,5463,16.04%,"$10,984.52",72.92%,"$8,009.91"
33289,,Tcat impl wrls p-art prs snr,J8,5200,77.22%,"$29,226.02",77.22%,"$22,568.33"
33419,,Repair tcat mitral valve,N1,,,,,
33508,,Endoscopic vein harvest,N1,,,,,
33866,,Aortic hemiarch graft,N1,,,,,
33900,,Perq p-art revsc 1 nm nt uni,J8,5193,43.25%,"$10,087.35",43.25%,"$4,362.78"
33901,,Perq p-art revsc 1 nm nt bi,G2,5193,43.25%,"$10,087.35",3.81%,$206.48
33902,,Perq p-art revsc 1 abnor uni,J8,5194,57.44%,"$15,991.46",41.77%,"$6,679.63"
33903,,Perq p-art revsc 1 abnor bi,J8,5193,43.25%,"$10,087.35",67.49%,"$6,807.95"
34101,,Removal of artery clot,G2,5184,14.66%,"$5,932.75",16.94%,$539.94
34111,,Removal of arm artery clot,G2,5184,14.66%,"$5,932.75",6.63%,$211.32
34201,,Removal of artery clot,J8,5184,14.66%,"$5,932.75",31.00%,"$1,839.15"
34203,,Removal of leg artery clot,J8,5184,14.66%,"$5,932.75",31.00%,"$1,839.15"
34421,,Removal of vein clot,J8,5183,18.40%,"$3,022.22",68.05%,"$2,056.62"
34471,,Removal of vein clot,G2,5181,3.26%,$641.39,0.00%,$0.00
34490,,Removal of vein clot,G2,5183,18.40%,"$3,022.22",0.64%,$10.39
34501,,Repair valve femoral vein,G2,5184,14.66%,"$5,932.75",0.00%,$0.00
34510,,Transposition of vein valve,G2,5184,14.66%,"$5,932.75",0.00%,$0.00
34520,,Cross-over vein graft,G2,5184,14.66%,"$5,932.75",2.05%,$65.34
34530,,Leg vein fusion,G2,5183,18.40%,"$3,022.22",0.00%,$0.00
34713,,Perq access & clsr fem art,N1,,,,,
34714,,Opn fem art expos cndt crtj,N1,,,,,
34715,,Opn ax/subcla art expos,N1,,,,,
34716,,Opn ax/subcla art expos cndt,N1,,,,,
35011,,Repair defect of artery,G2,5184,14.66%,"$5,932.75",4.33%,$138.01
35045,,Repair defect of arm artery,G2,5184,14.66%,"$5,932.75",1.39%,$44.30
35180,,Rpr cgen av fistula head&nck,G2,5182,12.07%,"$1,209.84",0.00%,$0.00
35184,,Rpr cgen av fistula xtr,G2,5183,18.40%,"$3,022.22",13.81%,$224.23
35188,,Rpr acq av fistula head&neck,A2,5184,14.66%,"$5,932.75",0.00%,$0.00
35190,,Repair acq av fistula xtr,G2,5184,14.66%,"$5,932.75",3.45%,$109.96
35201,,Repair blood vessel dir neck,G2,5184,14.66%,"$5,932.75",0.00%,$0.00
35206,,Repair blood vessel dir uxtr,G2,5183,18.40%,"$3,022.22",2.01%,$32.64
35207,,Rpr bld vsl dir hand finger,A2,5183,18.40%,"$3,022.22",0.00%,$0.00
35226,,Repair blood vessel dir lxtr,G2,5071,9.93%,$723.23,3.84%,$14.92
35231,,Repair blvsl vn grf neck,G2,5183,18.40%,"$3,022.22",0.00%,$0.00
35236,,Repair blvsl vn grf uxtr,G2,5184,14.66%,"$5,932.75",1.14%,$36.34
35256,,Repair blvsl vn grf lxtr,G2,5184,14.66%,"$5,932.75",0.00%,$0.00
35261,,Rpr blvsl grf oth/thn vn nck,G2,5183,18.40%,"$3,022.22",0.00%,$0.00
35266,,Rpr blvsl grf oth/th vn uxtr,G2,5184,14.66%,"$5,932.75",10.36%,$330.21
35286,,Rpr blvsl grf oth/th vn lxtr,G2,5184,14.66%,"$5,932.75",0.00%,$0.00
35321,,Rechanneling of artery,G2,5184,14.66%,"$5,932.75",7.63%,$243.20
35372,,Rechanneling of artery,J8,5184,14.66%,"$5,932.75",36.92%,"$2,190.37"
35572,,Harvest femoropopliteal vein,N1,,,,,
35800,,Explore neck vessels,G2,5184,14.66%,"$5,932.75",0.00%,$0.00
35860,,Explore limb vessels,G2,5183,18.40%,"$3,022.22",0.33%,$5.36
35875,,Removal of clot in graft,A2,5184,14.66%,"$5,932.75",16.60%,$529.10
35876,,Removal of clot in graft,A2,5184,14.66%,"$5,932.75",28.79%,$917.64
35879,,Revise graft w/vein,G2,5184,14.66%,"$5,932.75",5.53%,$176.26
35881,,Revise graft w/vein,J8,5184,14.66%,"$5,932.75",31.00%,"$1,839.15"
35883,,Revj fem anast nonautog grf,G2,5184,14.66%,"$5,932.75",10.12%,$322.56
35884,,Revj fem anast autog vn grf,G2,5184,14.66%,"$5,932.75",0.00%,$0.00
35903,,Excision graft extremity,G2,5183,18.40%,"$3,022.22",1.35%,$21.92
36000,,Place needle in vein,N1,,,,,
36002,,Pseudoaneurysm injection trt,G2,5181,3.26%,$641.39,1.87%,$6.44
36005,,Injection ext venography,N1,,,,,
36010,,Place catheter in vein,N1,,,,,
36011,,Place catheter in vein,N1,,,,,
36012,,Place catheter in vein,N1,,,,,
36013,,Place catheter in artery,N1,,,,,
36014,,Place catheter in artery,N1,,,,,
36015,,Place catheter in artery,N1,,,,,
36100,,Establish access to artery,N1,,,,,
36140,,Intro ndl icath upr/lxtr art,N1,,,,,
36160,,Establish access to aorta,N1,,,,,
36200,,Place catheter in aorta,N1,,,,,
36215,,Place catheter in artery,N1,,,,,
36216,,Place catheter in artery,N1,,,,,
36217,,Place catheter in artery,N1,,,,,
36218,,Place catheter in artery,N1,,,,,
36221,,Place cath thoracic aorta,N1,,,,,
36222,,Place cath carotid/inom art,N1,,,,,
36223,,Place cath carotid/inom art,N1,,,,,
36224,,Place cath carotd art,N1,,,,,
36225,,Place cath subclavian art,N1,,,,,
36226,,Place cath vertebral art,N1,,,,,
36227,,Place cath xtrnl carotid,N1,,,,,
36228,,Place cath intracranial art,N1,,,,,
36245,,Ins cath abd/l-ext art 1st,N1,,,,,
36246,,Ins cath abd/l-ext art 2nd,N1,,,,,
36247,,Ins cath abd/l-ext art 3rd,N1,,,,,
36248,,Ins cath abd/l-ext art addl,N1,,,,,
36251,,Ins cath ren art 1st unilat,N1,,,,,
36252,,Ins cath ren art 1st bilat,N1,,,,,
36253,,Ins cath ren art 2nd+ unilat,N1,,,,,
36254,,Ins cath ren art 2nd+ bilat,N1,,,,,
36260,,Insertion of infusion pump,J8,5184,14.66%,"$5,932.75",31.00%,"$1,839.15"
36261,,Revision of infusion pump,J8,5221,20.80%,"$3,894.27",46.14%,"$1,796.82"
36262,,Removal of infusion pump,G2,5221,20.80%,"$3,894.27",0.14%,$2.93
36400,,Vnpnxr<3yrs phy/qhp fem/jug,N1,,,,,
36405,,Vnpnxr<3yrs phy/qhp scalp vn,N1,,,,,
36406,,Vnpnxr<3yrs phy/qhp other vn,N1,,,,,
36410,,Vnpnxr 3yr/> phy/qhp dx/ther,N1,,,,,
36416,,Collj capillary blood spec,N1,,,,,
36420,,Venipuncture cutdown < 1 yr,N1,,,,,
36425,,Venipuncture cutdown 1 yr/>,N1,,,,,
36430,,Transfusion bld/bld compnt,P3,5241,0.03%,$454.91,0.03%,$0.01
36440,,Bld push tfuj 2 yr/<,R2,5241,0.03%,$454.91,0.00%,$0.00
36450,,Bld exchange truj newborn,R2,5241,0.03%,$454.91,0.00%,$0.00
36455,,Bld exchange truj oth thn nb,G2,5241,0.03%,$454.91,0.00%,$0.00
36460,,Intrauterine transfusion ftl,G2,5241,0.03%,$454.91,0.00%,$0.00
36465,,Njx noncmpnd sclrsnt 1 vein,P2,5054,0.73%,"$2,100.65",3.47%,$39.16
36466,,Njx noncmpnd sclrsnt mlt vn,P2,5054,0.73%,"$2,100.65",0.68%,$7.67
36468,,Njx sclrsnt spider veins,N1,,,,,
36470,,Njx sclrsnt 1 incmptnt vein,P3,5052,0.04%,$415.10,4.75%,$4.37
36471,,Njx sclrsnt mlt incmptnt vn,P3,5052,0.04%,$415.10,1.33%,$1.96
36473,,Endovenous mchnchem 1st vein,P3,5183,18.40%,"$3,022.22",22.68%,$236.08
36474,,Endovenous mchnchem add-on,N1,,,,,
36475,,Endovenous rf 1st vein,A2,5183,18.40%,"$3,022.22",16.80%,$272.78
36476,,Endovenous rf vein add-on,N1,,,,,
36478,,Endovenous laser 1st vein,A2,5183,18.40%,"$3,022.22",7.37%,$119.67
36479,,Endovenous laser vein addon,N1,,,,,
36481,,Insertion of catheter vein,N1,,,,,
36482,,Endoven ther chem adhes 1st,P3,5184,14.66%,"$5,932.75",15.33%,$234.14
36483,,Endoven ther chem adhes sbsq,N1,,,,,
36500,,Insertion of catheter vein,N1,,,,,
36510,,Insertion of catheter vein,N1,,,,,
36511,,Apheresis wbc,G2,5242,0.03%,"$1,590.99",0.00%,$0.00
36512,,Apheresis rbc,G2,5242,0.03%,"$1,590.99",0.05%,$0.43
36513,,Apheresis platelets,R2,5241,0.03%,$454.91,0.00%,$0.00
36514,,Apheresis plasma,G2,5242,0.03%,"$1,590.99",0.03%,$0.26
36516,,Apheresis immunoads slctv,P3,5243,0.00%,"$4,448.47",0.00%,$0.00
36522,,Photopheresis,G2,5243,0.00%,"$4,448.47",0.00%,$0.00
36555,,Insert non-tunnel cv cath,A2,5183,18.40%,"$3,022.22",8.81%,$143.05
36556,,Insert non-tunnel cv cath,A2,5183,18.40%,"$3,022.22",14.22%,$230.89
36557,,Insert tunneled cv cath,A2,5184,14.66%,"$5,932.75",16.57%,$528.15
36558,,Insert tunneled cv cath,A2,5183,18.40%,"$3,022.22",25.13%,$408.03
36560,,Insert tunneled cv cath,G2,5183,18.40%,"$3,022.22",10.76%,$174.71
36561,,Insert tunneled cv cath,A2,5183,18.40%,"$3,022.22",20.19%,$327.82
36563,,Insert tunneled cv cath,A2,5184,14.66%,"$5,932.75",0.00%,$0.00
36565,,Insert tunneled cv cath,A2,5183,18.40%,"$3,022.22",25.52%,$414.37
36566,,Insert tunneled cv cath,A2,5184,14.66%,"$5,932.75",0.00%,$0.00
36568,,Insj picc <5 yr w/o imaging,A2,5182,12.07%,"$1,209.84",10.76%,$69.94
36569,,Insj picc 5 yr+ w/o imaging,A2,5182,12.07%,"$1,209.84",22.49%,$146.18
36570,,Insert picvad cath,A2,5183,18.40%,"$3,022.22",0.00%,$0.00
36571,,Insert picvad cath,A2,5183,18.40%,"$3,022.22",21.06%,$341.95
36572,,Insj picc rs&i <5 yr,G2,5181,3.26%,$641.39,20.04%,$69.05
36573,,Insj picc rs&i 5 yr+,G2,5182,12.07%,"$1,209.84",22.98%,$149.37
36575,,Repair tunneled cv cath,A2,5181,3.26%,$641.39,10.48%,$36.11
36576,,Repair tunneled cv cath,A2,5182,12.07%,"$1,209.84",4.78%,$31.07
36578,,Replace tunneled cv cath,A2,5183,18.40%,"$3,022.22",28.39%,$460.97
36580,,Replace cvad cath,A2,5182,12.07%,"$1,209.84",29.63%,$192.59
36581,,Replace tunneled cv cath,J8,5183,18.40%,"$3,022.22",31.22%,$943.54
36582,,Replace tunneled cv cath,A2,5183,18.40%,"$3,022.22",23.61%,$383.35
36583,,Replace tunneled cv cath,J8,5184,14.66%,"$5,932.75",71.44%,"$4,238.36"
36584,,Compl rplcmt picc rs&i,A2,5182,12.07%,"$1,209.84",25.03%,$162.69
36585,,Replace picvad cath,A2,5183,18.40%,"$3,022.22",19.95%,$323.93
36589,,Removal tunneled cv cath,A2,5181,3.26%,$641.39,0.35%,$1.21
36590,,Removal tunneled cv cath,A2,5182,12.07%,"$1,209.84",0.48%,$3.12
36591,,Draw blood off venous device,N1,,,,,
36592,,Collect blood from picc,N1,,,,,
36593,,Declot vascular device,P3,5694,0.01%,$337.58,0.13%,$0.05
36595,,Mech remov tunneled cv cath,P3,5183,18.40%,"$3,022.22",29.88%,$135.00
36596,,Mech remov tunneled cv cath,G2,5182,12.07%,"$1,209.84",20.10%,$130.65
36597,,Reposition venous catheter,G2,5182,12.07%,"$1,209.84",18.11%,$117.71
36598,,Inj w/fluor eval cv device,P3,5693,0.05%,$223.08,1.21%,$1.09
36600,,Withdrawal of arterial blood,N1,,,,,
36620,,Insertion catheter artery,N1,,,,,
36625,,Insertion catheter artery,N1,,,,,
36640,,Insertion catheter artery,J8,5183,18.40%,"$3,022.22",31.00%,$936.89
36680,,Insert needle bone cavity,N1,,,,,
36800,,Insertion of cannula,G2,5184,14.66%,"$5,932.75",5.95%,$189.65
36810,,Insertion of cannula,J8,5183,18.40%,"$3,022.22",31.66%,$956.83
36815,,Insertion of cannula,A2,5184,14.66%,"$5,932.75",0.00%,$0.00
36818,,Av fuse uppr arm cephalic,A2,5184,14.66%,"$5,932.75",1.16%,$36.97
36819,,Av fuse uppr arm basilic,A2,5184,14.66%,"$5,932.75",1.44%,$45.90
36820,,Av fusion/forearm vein,A2,5184,14.66%,"$5,932.75",2.18%,$69.48
36821,,Av fusion direct any site,A2,5183,18.40%,"$3,022.22",1.22%,$19.81
36825,,Artery-vein autograft,A2,5184,14.66%,"$5,932.75",13.71%,$436.99
36830,,Artery-vein nonautograft,A2,5184,14.66%,"$5,932.75",25.56%,$814.69
36831,,Open thrombect av fistula,A2,5184,14.66%,"$5,932.75",20.62%,$657.24
36832,,Av fistula revision open,A2,5184,14.66%,"$5,932.75",8.12%,$258.81
36833,,Av fistula revision,A2,5184,14.66%,"$5,932.75",21.18%,$675.08
36835,,Insertion thomas shunt,J8,5183,18.40%,"$3,022.22",50.14%,"$1,515.34"
36836,,Prq av fstl crtj uxtr 1 acs,J8,5194,57.44%,"$15,991.46",47.58%,"$7,608.74"
36837,,Prq av fstl crt uxtr sep acs,J8,5194,57.44%,"$15,991.46",34.69%,"$5,547.44"
36838,,Dist revas ligation hemo,G2,5184,14.66%,"$5,932.75",8.07%,$257.22
36860,,External cannula declotting,A2,5182,12.07%,"$1,209.84",0.00%,$0.00
36861,,Cannula declotting,A2,5184,14.66%,"$5,932.75",26.47%,$843.70
36901,,Intro cath dialysis circuit,P3,5182,12.07%,"$1,209.84",20.31%,$114.33
36902,,Intro cath dialysis circuit,G2,5192,30.26%,"$5,076.40",27.94%,$762.01
36903,,Intro cath dialysis circuit,J8,5193,43.25%,"$10,087.35",50.98%,"$5,142.53"
36904,,Thrmbc/nfs dialysis circuit,J8,5192,30.26%,"$5,076.40",38.06%,"$1,932.08"
36905,,Thrmbc/nfs dialysis circuit,J8,5193,43.25%,"$10,087.35",31.60%,"$3,187.60"
36906,,Thrmbc/nfs dialysis circuit,J8,5194,57.44%,"$15,991.46",50.99%,"$8,154.05"
36907,,Balo angiop ctr dialysis seg,N1,,,,,
36908,,Stent plmt ctr dialysis seg,N1,,,,,
36909,,Dialysis circuit embolj,N1,,,,,
37182,,Insert hepatic shunt (tips),J8,5194,57.44%,"$15,991.46",63.41%,"$10,140.18"
37183,,Revision tips,J8,5192,30.26%,"$5,076.40",34.96%,"$1,774.71"
37184,,Prim art m-thrmbc 1st vsl,J8,5194,57.44%,"$15,991.46",52.26%,"$8,357.14"
37185,,Prim art m-thrmbc sbsq vsl,N1,,,,,
37186,,Sec art thrombectomy add-on,N1,,,,,
37187,,Venous mech thrombectomy,J8,5193,43.25%,"$10,087.35",64.09%,"$6,464.98"
37188,,Ven mechnl thrmbc repeat tx,J8,5183,18.40%,"$3,022.22",78.57%,"$2,374.56"
37191,,Ins endovas vena cava filtr,J8,5184,14.66%,"$5,932.75",42.80%,"$2,539.22"
37192,,Redo endovas vena cava filtr,J8,5183,18.40%,"$3,022.22",41.99%,"$1,269.03"
37193,,Rem endovas vena cava filter,G2,5183,18.40%,"$3,022.22",29.38%,$477.04
37195,,Thrombolytic therapy stroke,G2,5694,0.01%,$337.58,0.00%,$0.00
37197,,Remove intrvas foreign body,G2,5183,18.40%,"$3,022.22",22.70%,$368.58
37200,,Transcatheter biopsy,G2,5184,14.66%,"$5,932.75",17.03%,$542.81
37211,,Thrombolytic art therapy,J8,5184,14.66%,"$5,932.75",44.89%,"$2,663.21"
37212,,Thrombolytic venous therapy,J8,5183,18.40%,"$3,022.22",33.25%,"$1,004.89"
37213,,Thromblytic art/ven therapy,G2,5183,18.40%,"$3,022.22",11.90%,$193.22
37214,,Cessj therapy cath removal,G2,5183,18.40%,"$3,022.22",26.84%,$435.80
37236,,Open/perq place stent 1st,J8,5193,43.25%,"$10,087.35",45.26%,"$4,565.53"
37237,,Open/perq place stent ea add,N1,,,,,
37238,,Open/perq place stent same,J8,5193,43.25%,"$10,087.35",45.89%,"$4,629.08"
37239,,Open/perq place stent ea add,N1,,,,,
37241,,Vasc embolize/occlude venous,J8,5193,43.25%,"$10,087.35",31.00%,"$3,127.08"
37242,,Vasc embolize/occlude artery,J8,5194,57.44%,"$15,991.46",38.62%,"$6,175.90"
37243,,Vasc embolize/occlude organ,G2,5193,43.25%,"$10,087.35",28.57%,"$1,548.33"
37244,,Vasc embolize/occlude bleed,J8,5193,43.25%,"$10,087.35",31.00%,"$3,127.08"
37246,,Trluml balo angiop 1st art,J8,5192,30.26%,"$5,076.40",37.86%,"$1,921.93"
37247,,Trluml balo angiop addl art,N1,,,,,
37248,,Trluml balo angiop 1st vein,J8,5192,30.26%,"$5,076.40",32.86%,"$1,668.11"
37249,,Trluml balo angiop addl vein,N1,,,,,
37252,,Intrvasc us noncoronary 1st,N1,,,,,
37253,,Intrvasc us noncoronary addl,N1,,,,,
37254,,Revsc evasc ivt angio sf 1st,J8,5192,30.26%,"$5,076.40",36.60%,"$1,857.96"
37255,,Revsc evasc ivt angio sf ea,N1,,,,,
37256,,Revsc evasc ivt angio cplx 1,J8,5192,30.26%,"$5,076.40",36.60%,"$1,857.96"
37257,,Revsc evsc ivt angio cplx ea,N1,,,,,
37258,,Revsc evasc ivt stent sf 1st,J8,5193,43.25%,"$10,087.35",48.11%,"$4,853.02"
37259,,Revsc evasc ivt stent sf ea,N1,,,,,
37260,,Revsc evasc ivt st cplx 1st,J8,5193,43.25%,"$10,087.35",48.11%,"$4,853.02"
37261,,Revsc evasc ivt st cplx ea,N1,,,,,
37262,,Iv lithotrp ivt w/in sm art,N1,,,,,
37263,,Revsc evasc fpvt angio sf 1,J8,5192,30.26%,"$5,076.40",45.48%,"$2,308.75"
37264,,Revsc evasc fpvt angio sf ea,N1,,,,,
37265,,Revsc evsc fpvt angio cplx 1,J8,5192,30.26%,"$5,076.40",45.48%,"$2,308.75"
37266,,Rvsc evsc fpvt angio cplx ea,N1,,,,,
37267,,Revsc evsc fpvt stent sf 1st,J8,5193,43.25%,"$10,087.35",56.69%,"$5,718.52"
37268,,Revsc evasc fpvt stent sf ea,N1,,,,,
37269,,Revsc evasc fpvt st cplx 1st,J8,5193,43.25%,"$10,087.35",56.69%,"$5,718.52"
37270,,Revsc evasc fpvt st cplx ea,N1,,,,,
37271,,Revsc evsc fpvt athrc sf 1st,J8,5194,57.44%,"$15,991.46",60.92%,"$9,742.00"
37272,,Revsc evsc fpvt athrc sf ea,N1,,,,,
37273,,Revsc evsc fpvt athrc cplx 1,J8,5194,57.44%,"$15,991.46",60.92%,"$9,742.00"
37274,,Rvsc evsc fpvt athrc cplx ea,N1,,,,,
37275,,Rvsc evsc fpvt st athrc sf 1,J8,5194,57.44%,"$15,991.46",62.35%,"$9,970.68"
37276,,Rvsc evsc fpvt st athr sf ea,N1,,,,,
37277,,Rvsc evsc fpvt st athr cpx 1,J8,5194,57.44%,"$15,991.46",62.35%,"$9,970.68"
37278,,Rvsc evsc fpvt st ath cpx ea,N1,,,,,
37279,,Iv lithotrp fpvt w/in sm art,N1,,,,,
37280,,Revsc evsc tpvt angio sf 1st,J8,5193,43.25%,"$10,087.35",35.53%,"$3,584.04"
37281,,Revsc evsc tpvt angio sf ea,N1,,,,,
37282,,Rvsc evsc tpvt angio cplx 1,J8,5193,43.25%,"$10,087.35",35.53%,"$3,584.04"
37283,,Rvsc evsc tpvt angio cplx ea,N1,,,,,
37284,,Revsc evasc tpvt st sf 1st,J8,5194,57.44%,"$15,991.46",48.86%,"$7,813.43"
37285,,Revsc evasc tpvt st sf ea,N1,,,,,
37286,,Revsc evasc tpvt st cplx 1st,J8,5194,57.44%,"$15,991.46",48.86%,"$7,813.43"
37287,,Revsc evasc tpvt st cplx ea,N1,,,,,
37288,,Revsc evsc tpvt athrc sf 1st,J8,5194,57.44%,"$15,991.46",51.10%,"$8,171.64"
37289,,Revsc evsc tpvt athrc sf ea,N1,,,,,
37290,,Revsc evsc tpvt athrc cplx 1,J8,5194,57.44%,"$15,991.46",51.10%,"$8,171.64"
37291,,Revsc evsc tpvt athr cplx ea,N1,,,,,
37292,,Rvsc evsc tpvt st athrc sf 1,J8,5194,57.44%,"$15,991.46",58.24%,"$9,313.43"
37293,,Rvsc evsc tpvt st athr sf ea,N1,,,,,
37294,,Rvsc evsc tpvt st athr cpx 1,J8,5194,57.44%,"$15,991.46",58.24%,"$9,313.43"
37295,,Rvsc evsc tpvt st ath cpx ea,N1,,,,,
37296,,Revsc evasc imvt angio sf 1,J8,5193,43.25%,"$10,087.35",35.53%,"$3,584.04"
37297,,Revsc evasc imvt angio sf ea,N1,,,,,
37298,,Revsc evsc imvt angio cplx 1,J8,5193,43.25%,"$10,087.35",35.53%,"$3,584.04"
37299,,Revsc evsc imvt angio cpx ea,N1,,,,,
37565,,Ligation int jugular vein,G2,5183,18.40%,"$3,022.22",0.00%,$0.00
37600,,Ligation xtrnl carotid art,G2,5183,18.40%,"$3,022.22",0.00%,$0.00
37605,,Ligation int/com carotid art,G2,5183,18.40%,"$3,022.22",0.00%,$0.00
37606,,Lig int/com carotid art occl,G2,5183,18.40%,"$3,022.22",0.00%,$0.00
37607,,Lig/banding angioacs av fstl,A2,5183,18.40%,"$3,022.22",1.41%,$22.89
37609,,Ligation/bx temporal artery,A2,5072,8.66%,"$1,381.18",0.08%,$0.59
37615,,Ligation major artery neck,G2,5183,18.40%,"$3,022.22",0.00%,$0.00
37617,,Ligation major artery abd,G2,5184,14.66%,"$5,932.75",32.34%,"$1,030.80"
37619,,Ligation of inf vena cava,G2,5184,14.66%,"$5,932.75",0.00%,$0.00
37650,,Ligation of femoral vein,A2,5183,18.40%,"$3,022.22",0.00%,$0.00
37700,,Ligation&div long saph vein,A2,5183,18.40%,"$3,022.22",2.23%,$36.21
37718,,Lig div&strpg short saph vn,A2,5183,18.40%,"$3,022.22",0.44%,$7.14
37722,,Lig div&strpg long saph vein,A2,5183,18.40%,"$3,022.22",0.14%,$2.27
37735,,Lig&div&compl strpg saph vn,A2,5183,18.40%,"$3,022.22",0.00%,$0.00
37760,,Lig prfratr vn radical 1 leg,A2,5183,18.40%,"$3,022.22",0.00%,$0.00
37761,,Ligate leg veins open,R2,5183,18.40%,"$3,022.22",0.43%,$6.98
37765,,Stab phleb veins xtr 10-20,P3,5183,18.40%,"$3,022.22",1.31%,$2.92
37766,,Phleb veins - extrem 20+,P3,5183,18.40%,"$3,022.22",1.26%,$3.18
37780,,Revision of leg vein,A2,5183,18.40%,"$3,022.22",0.00%,$0.00
37785,,Ligate/divide/excise vein,A2,5183,18.40%,"$3,022.22",0.01%,$0.16
37790,,Penile venous occlusion,A2,5374,9.12%,"$3,207.10",0.00%,$0.00
38120,,Laparoscopy splenectomy,G2,5362,17.34%,"$9,530.94",0.03%,$1.54
38200,,Injection for spleen x-ray,N1,,,,,
38204,,Bl donor search management,N1,,,,,
38206,,Harvest auto stem cells,G2,5242,0.03%,"$1,590.99",0.01%,$0.09
38207,,Cryopreserve stem cells,G2,5241,0.03%,$454.91,0.00%,$0.00
38208,,Thaw preserved stem cells,G2,5241,0.03%,$454.91,8.34%,$20.38
38209,,Wash harvest stem cells,G2,5241,0.03%,$454.91,0.00%,$0.00
38210,,T-cell depletion of harvest,G2,5241,0.03%,$454.91,0.00%,$0.00
38211,,Tumor cell deplete of harvst,G2,5241,0.03%,$454.91,0.00%,$0.00
38212,,Rbc depletion of harvest,G2,5241,0.03%,$454.91,0.00%,$0.00
38213,,Platelet deplete of harvest,G2,5241,0.03%,$454.91,0.00%,$0.00
38214,,Volume deplete of harvest,G2,5241,0.03%,$454.91,0.00%,$0.00
38215,,Harvest stem cell concentrte,G2,5241,0.03%,$454.91,0.00%,$0.00
38220,,Dx bone marrow aspirations,P3,5072,8.66%,"$1,381.18",5.82%,$7.37
38221,,Dx bone marrow biopsies,P3,5072,8.66%,"$1,381.18",3.94%,$4.83
38222,,Dx bone marrow bx & aspir,G2,5073,1.54%,"$2,323.60",2.88%,$35.95
38230,,Bone marrow harvest allogen,G2,5242,0.03%,"$1,590.99",0.00%,$0.00
38232,,Bone marrow harvest autolog,R2,5243,0.00%,"$4,448.47",0.00%,$0.00
38240,,Transplt allo hct/donor,G2,5244,0.00%,"$25,858.19",0.00%,$0.00
38241,,Transplt autol hct/donor,G2,5242,0.03%,"$1,590.99",0.00%,$0.00
38242,,Transplt allo lymphocytes,R2,5242,0.03%,"$1,590.99",0.00%,$0.00
38243,,Transplj hematopoietic boost,R2,5242,0.03%,"$1,590.99",0.00%,$0.00
38300,,Drainage lymph node lesion,A2,5073,1.54%,"$2,323.60",0.24%,$3.00
38305,,Drainage lymph node lesion,A2,5073,1.54%,"$2,323.60",0.00%,$0.00
38308,,Incision of lymph channels,A2,5091,1.54%,"$2,984.05",0.14%,$2.24
38500,,Biopsy/removal lymph nodes,A2,5091,1.54%,"$2,984.05",0.57%,$9.14
38505,,Needle biopsy lymph nodes,A2,5072,8.66%,"$1,381.18",2.12%,$15.73
38510,,Biopsy/removal lymph nodes,A2,5091,1.54%,"$2,984.05",0.69%,$11.06
38520,,Biopsy/removal lymph nodes,A2,5091,1.54%,"$2,984.05",6.13%,$98.27
38525,,Biopsy/removal lymph nodes,A2,5091,1.54%,"$2,984.05",0.75%,$12.02
38530,,Biopsy/removal lymph nodes,A2,5091,1.54%,"$2,984.05",0.00%,$0.00
38531,,Open bx/exc inguinofem nodes,G2,5091,1.54%,"$2,984.05",0.15%,$2.40
38542,,Explore deep node(s) neck,A2,5361,5.68%,"$5,641.63",1.00%,$30.31
38550,,Removal neck/armpit lesion,A2,5091,1.54%,"$2,984.05",0.00%,$0.00
38555,,Removal neck/armpit lesion,A2,5092,2.07%,"$5,301.43",0.00%,$0.00
38562,,Removal pelvic lymph nodes,G2,5093,26.00%,"$5,903.20",0.00%,$0.00
38570,,Laparoscopy lymph node biop,A2,5361,5.68%,"$5,641.63",0.86%,$26.07
38571,,Laparoscopy lymphadenectomy,A2,5362,17.34%,"$9,530.94",0.68%,$34.82
38572,,Laparoscopy lymphadenectomy,A2,5362,17.34%,"$9,530.94",0.00%,$0.00
38573,,Laps pelvic lymphadec,G2,5362,17.34%,"$9,530.94",0.00%,$0.00
38700,,Removal of lymph nodes neck,G2,5092,2.07%,"$5,301.43",0.55%,$15.67
38720,,Removal of lymph nodes neck,G2,5092,2.07%,"$5,301.43",0.01%,$0.28
38740,,Remove armpit lymph nodes,A2,5361,5.68%,"$5,641.63",0.00%,$0.00
38745,,Remove armpit lymph nodes,A2,5361,5.68%,"$5,641.63",0.32%,$9.70
38760,,Remove groin lymph nodes,A2,5092,2.07%,"$5,301.43",0.00%,$0.00
38790,,Inject for lymphatic x-ray,N1,,,,,
38792,,Ra tracer id of sentinl node,N1,,,,,
38794,,Access thoracic lymph duct,N1,,,,,
38900,,Io map of sent lymph node,N1,,,,,
39401,,Mediastinoscpy w/medstnl bx,G2,5361,5.68%,"$5,641.63",0.55%,$16.67
39402,,Mediastinoscpy w/lmph nod bx,G2,5361,5.68%,"$5,641.63",0.11%,$3.33
40490,,Biopsy of lip,P3,5161,0.04%,$241.03,0.00%,$0.00
